starname,ra,dec,nights_observable
noname_1458,72.80898876404494,-58.00000000000001,0
noname_1459,76.85393258426967,-58.00000000000001,0
noname_1460,80.89887640449439,-58.00000000000001,0
noname_1461,84.9438202247191,-58.00000000000001,0
noname_1462,88.98876404494382,-58.00000000000001,0
noname_1463,93.03370786516854,-58.00000000000001,0
noname_1464,97.07865168539325,-58.00000000000001,0
noname_1465,101.12359550561798,-58.00000000000001,0
noname_1466,105.1685393258427,-58.00000000000001,0
noname_1467,109.21348314606742,-58.00000000000001,0
noname_1468,113.25842696629213,-58.00000000000001,0
noname_1469,117.30337078651685,-58.00000000000001,0
noname_1470,121.34831460674158,-58.00000000000001,0
noname_1471,125.3932584269663,-58.00000000000001,0
noname_1472,129.43820224719101,-58.00000000000001,0
noname_1473,133.48314606741573,-58.00000000000001,0
noname_1474,137.52808988764045,-58.00000000000001,0
noname_1475,141.57303370786516,-58.00000000000001,0
noname_1476,145.61797752808988,-58.00000000000001,0
noname_1477,149.6629213483146,-58.00000000000001,0
noname_1478,153.70786516853934,-58.00000000000001,0
noname_1479,157.75280898876406,-58.00000000000001,0
noname_1480,161.79775280898878,-58.00000000000001,0
noname_1481,165.8426966292135,-58.00000000000001,0
noname_1482,169.8876404494382,-58.00000000000001,0
noname_1483,173.93258426966293,-58.00000000000001,0
noname_1484,177.97752808988764,-58.00000000000001,0
noname_1485,182.02247191011236,-58.00000000000001,0
noname_1486,186.06741573033707,-58.00000000000001,0
noname_1487,190.1123595505618,-58.00000000000001,0
noname_1488,194.1573033707865,-58.00000000000001,0
noname_1489,198.20224719101125,-58.00000000000001,0
noname_1490,202.24719101123597,-58.00000000000001,0
noname_1491,206.2921348314607,-58.00000000000001,0
noname_1492,210.3370786516854,-58.00000000000001,0
noname_1493,214.38202247191012,-58.00000000000001,0
noname_1494,218.42696629213484,-58.00000000000001,0
noname_1495,222.47191011235955,-58.00000000000001,0
noname_1496,226.51685393258427,-58.00000000000001,0
noname_1497,230.56179775280899,-58.00000000000001,0
noname_1498,234.6067415730337,-58.00000000000001,0
noname_1499,238.65168539325845,-58.00000000000001,0
noname_1500,242.69662921348316,-58.00000000000001,0
noname_1501,246.74157303370788,-58.00000000000001,0
noname_1502,250.7865168539326,-58.00000000000001,0
noname_1503,254.8314606741573,-58.00000000000001,0
noname_1504,258.87640449438203,-58.00000000000001,0
noname_1505,262.92134831460675,-58.00000000000001,0
noname_1506,266.96629213483146,-58.00000000000001,0
noname_1507,271.0112359550562,-58.00000000000001,0
noname_1508,275.0561797752809,-58.00000000000001,0
noname_1509,279.1011235955056,-58.00000000000001,0
noname_1510,283.14606741573033,-58.00000000000001,0
noname_1511,287.19101123595505,-58.00000000000001,0
noname_1512,291.23595505617976,-58.00000000000001,0
noname_1513,295.2808988764045,-58.00000000000001,0
noname_1514,299.3258426966292,-58.00000000000001,0
noname_1515,303.37078651685397,-58.00000000000001,0
noname_1516,307.4157303370787,-58.00000000000001,0
noname_1517,311.4606741573034,-58.00000000000001,0
noname_1518,315.5056179775281,-58.00000000000001,0
noname_1519,319.55056179775283,-58.00000000000001,0
noname_1520,323.59550561797755,-58.00000000000001,0
noname_1521,327.64044943820227,-58.00000000000001,0
noname_1522,331.685393258427,-58.00000000000001,0
noname_1523,335.7303370786517,-58.00000000000001,0
noname_1524,339.7752808988764,-58.00000000000001,0
noname_1525,343.82022471910113,-58.00000000000001,0
noname_1526,347.86516853932585,-58.00000000000001,0
noname_1527,351.91011235955057,-58.00000000000001,0
noname_1528,355.9550561797753,-58.00000000000001,0
noname_1529,360.0,-58.00000000000001,0
noname_1530,0.0,-56.0,0
noname_1531,4.044943820224719,-56.0,0
noname_1532,8.089887640449438,-56.0,0
noname_1533,12.134831460674157,-56.0,0
noname_1534,16.179775280898877,-56.0,0
noname_1535,20.224719101123597,-56.0,0
noname_1536,24.269662921348313,-56.0,0
noname_1537,28.314606741573034,-56.0,0
noname_1538,32.359550561797754,-56.0,0
noname_1539,36.40449438202247,-56.0,0
noname_1540,40.449438202247194,-56.0,0
noname_1541,44.49438202247191,-56.0,0
noname_1542,48.53932584269663,-56.0,0
noname_1543,52.58426966292135,-56.0,0
noname_1544,56.62921348314607,-56.0,0
noname_1545,60.67415730337079,-56.0,0
noname_1546,64.71910112359551,-56.0,0
noname_1547,68.76404494382022,-56.0,0
noname_1548,72.80898876404494,-56.0,0
noname_1549,76.85393258426967,-56.0,0
noname_1550,80.89887640449439,-56.0,0
noname_1551,84.9438202247191,-56.0,0
noname_1552,88.98876404494382,-56.0,0
noname_1553,93.03370786516854,-56.0,0
noname_1554,97.07865168539325,-56.0,0
noname_1555,101.12359550561798,-56.0,0
noname_1556,105.1685393258427,-56.0,0
noname_1557,109.21348314606742,-56.0,0
noname_1558,113.25842696629213,-56.0,0
noname_1559,117.30337078651685,-56.0,0
noname_1560,121.34831460674158,-56.0,0
noname_1561,125.3932584269663,-56.0,0
noname_1562,129.43820224719101,-56.0,0
noname_1563,133.48314606741573,-56.0,0
noname_1564,137.52808988764045,-56.0,0
noname_1565,141.57303370786516,-56.0,0
noname_1566,145.61797752808988,-56.0,0
noname_1567,149.6629213483146,-56.0,0
noname_1568,153.70786516853934,-56.0,0
noname_1569,157.75280898876406,-56.0,0
noname_1570,161.79775280898878,-56.0,0
noname_1571,165.8426966292135,-56.0,0
noname_1572,169.8876404494382,-56.0,0
noname_1573,173.93258426966293,-56.0,0
noname_1574,177.97752808988764,-56.0,0
noname_1575,182.02247191011236,-56.0,0
noname_1576,186.06741573033707,-56.0,0
noname_1577,190.1123595505618,-56.0,0
noname_1578,194.1573033707865,-56.0,0
noname_1579,198.20224719101125,-56.0,0
noname_1580,202.24719101123597,-56.0,0
noname_1581,206.2921348314607,-56.0,0
noname_1582,210.3370786516854,-56.0,0
noname_1583,214.38202247191012,-56.0,0
noname_1584,218.42696629213484,-56.0,0
noname_1585,222.47191011235955,-56.0,0
noname_1586,226.51685393258427,-56.0,0
noname_1587,230.56179775280899,-56.0,0
noname_1588,234.6067415730337,-56.0,0
noname_1589,238.65168539325845,-56.0,0
noname_1590,242.69662921348316,-56.0,0
noname_1591,246.74157303370788,-56.0,0
noname_1592,250.7865168539326,-56.0,0
noname_1593,254.8314606741573,-56.0,0
noname_1594,258.87640449438203,-56.0,0
noname_1595,262.92134831460675,-56.0,0
noname_1596,266.96629213483146,-56.0,0
noname_1597,271.0112359550562,-56.0,0
noname_1598,275.0561797752809,-56.0,0
noname_1599,279.1011235955056,-56.0,0
noname_1600,283.14606741573033,-56.0,0
noname_1601,287.19101123595505,-56.0,0
noname_1602,291.23595505617976,-56.0,0
noname_1603,295.2808988764045,-56.0,0
noname_1604,299.3258426966292,-56.0,0
noname_1605,303.37078651685397,-56.0,0
noname_1606,307.4157303370787,-56.0,0
noname_1607,311.4606741573034,-56.0,0
noname_1608,315.5056179775281,-56.0,0
noname_1609,319.55056179775283,-56.0,0
noname_1610,323.59550561797755,-56.0,0
noname_1611,327.64044943820227,-56.0,0
noname_1612,331.685393258427,-56.0,0
noname_1613,335.7303370786517,-56.0,0
noname_1614,339.7752808988764,-56.0,0
noname_1615,343.82022471910113,-56.0,0
noname_1616,347.86516853932585,-56.0,0
noname_1617,351.91011235955057,-56.0,0
noname_1618,355.9550561797753,-56.0,0
noname_1619,360.0,-56.0,0
noname_1620,0.0,-54.0,0
noname_1621,4.044943820224719,-54.0,0
noname_1622,8.089887640449438,-54.0,0
noname_1623,12.134831460674157,-54.0,0
noname_1624,16.179775280898877,-54.0,0
noname_1625,20.224719101123597,-54.0,0
noname_1626,24.269662921348313,-54.0,0
noname_1627,28.314606741573034,-54.0,0
noname_1628,32.359550561797754,-54.0,0
noname_1629,36.40449438202247,-54.0,0
noname_1630,40.449438202247194,-54.0,0
noname_1631,44.49438202247191,-54.0,0
noname_1632,48.53932584269663,-54.0,0
noname_1633,52.58426966292135,-54.0,0
noname_1634,56.62921348314607,-54.0,0
noname_1635,60.67415730337079,-54.0,0
noname_1636,64.71910112359551,-54.0,0
noname_1637,68.76404494382022,-54.0,0
noname_1638,72.80898876404494,-54.0,0
noname_1639,76.85393258426967,-54.0,0
noname_1640,80.89887640449439,-54.0,0
noname_1641,84.9438202247191,-54.0,0
noname_1642,88.98876404494382,-54.0,0
noname_1643,93.03370786516854,-54.0,0
noname_1644,97.07865168539325,-54.0,0
noname_1645,101.12359550561798,-54.0,0
noname_1646,105.1685393258427,-54.0,0
noname_1647,109.21348314606742,-54.0,0
noname_1648,113.25842696629213,-54.0,0
noname_1649,117.30337078651685,-54.0,0
noname_1650,121.34831460674158,-54.0,0
noname_1651,125.3932584269663,-54.0,0
noname_1652,129.43820224719101,-54.0,0
noname_1653,133.48314606741573,-54.0,0
noname_1654,137.52808988764045,-54.0,0
noname_1655,141.57303370786516,-54.0,0
noname_1656,145.61797752808988,-54.0,0
noname_1657,149.6629213483146,-54.0,0
noname_1658,153.70786516853934,-54.0,0
noname_1659,157.75280898876406,-54.0,0
noname_1660,161.79775280898878,-54.0,0
noname_1661,165.8426966292135,-54.0,0
noname_1662,169.8876404494382,-54.0,0
noname_1663,173.93258426966293,-54.0,0
noname_1664,177.97752808988764,-54.0,0
noname_1665,182.02247191011236,-54.0,0
noname_1666,186.06741573033707,-54.0,0
noname_1667,190.1123595505618,-54.0,0
noname_1668,194.1573033707865,-54.0,0
noname_1669,198.20224719101125,-54.0,0
noname_1670,202.24719101123597,-54.0,0
noname_1671,206.2921348314607,-54.0,0
noname_1672,210.3370786516854,-54.0,0
noname_1673,214.38202247191012,-54.0,0
noname_1674,218.42696629213484,-54.0,0
noname_1675,222.47191011235955,-54.0,0
noname_1676,226.51685393258427,-54.0,0
noname_1677,230.56179775280899,-54.0,0
noname_1678,234.6067415730337,-54.0,0
noname_1679,238.65168539325845,-54.0,0
noname_1680,242.69662921348316,-54.0,0
noname_1681,246.74157303370788,-54.0,0
noname_1682,250.7865168539326,-54.0,0
noname_1683,254.8314606741573,-54.0,0
noname_1684,258.87640449438203,-54.0,0
noname_1685,262.92134831460675,-54.0,0
noname_1686,266.96629213483146,-54.0,0
noname_1687,271.0112359550562,-54.0,0
noname_1688,275.0561797752809,-54.0,0
noname_1689,279.1011235955056,-54.0,0
noname_1690,283.14606741573033,-54.0,0
noname_1691,287.19101123595505,-54.0,0
noname_1692,291.23595505617976,-54.0,0
noname_1693,295.2808988764045,-54.0,0
noname_1694,299.3258426966292,-54.0,0
noname_1695,303.37078651685397,-54.0,0
noname_1696,307.4157303370787,-54.0,0
noname_1697,311.4606741573034,-54.0,0
noname_1698,315.5056179775281,-54.0,0
noname_1699,319.55056179775283,-54.0,0
noname_1700,323.59550561797755,-54.0,0
noname_1701,327.64044943820227,-54.0,0
noname_1702,331.685393258427,-54.0,0
noname_1703,335.7303370786517,-54.0,0
noname_1704,339.7752808988764,-54.0,0
noname_1705,343.82022471910113,-54.0,0
noname_1706,347.86516853932585,-54.0,0
noname_1707,351.91011235955057,-54.0,0
noname_1708,355.9550561797753,-54.0,0
noname_1709,360.0,-54.0,0
noname_1710,0.0,-52.0,144
noname_1711,4.044943820224719,-52.0,147
noname_1712,8.089887640449438,-52.0,152
noname_1713,12.134831460674157,-52.0,153
noname_1714,16.179775280898877,-52.0,157
noname_1715,20.224719101123597,-52.0,162
noname_1716,24.269662921348313,-52.0,165
noname_1717,28.314606741573034,-52.0,170
noname_1718,32.359550561797754,-52.0,166
noname_1719,36.40449438202247,-52.0,168
noname_1720,40.449438202247194,-52.0,168
noname_1721,44.49438202247191,-52.0,163
noname_1722,48.53932584269663,-52.0,160
noname_1723,52.58426966292135,-52.0,158
noname_1724,56.62921348314607,-52.0,153
noname_1725,60.67415730337079,-52.0,150
noname_1726,64.71910112359551,-52.0,145
noname_1727,68.76404494382022,-52.0,140
noname_1728,72.80898876404494,-52.0,138
noname_1729,76.85393258426967,-52.0,132
noname_1730,80.89887640449439,-52.0,127
noname_1731,84.9438202247191,-52.0,125
noname_1732,88.98876404494382,-52.0,120
noname_1733,93.03370786516854,-52.0,117
noname_1734,97.07865168539325,-52.0,115
noname_1735,101.12359550561798,-52.0,110
noname_1736,105.1685393258427,-52.0,104
noname_1737,109.21348314606742,-52.0,102
noname_1738,113.25842696629213,-52.0,97
noname_1739,117.30337078651685,-52.0,92
noname_1740,121.34831460674158,-52.0,89
noname_1741,125.3932584269663,-52.0,86
noname_1742,129.43820224719101,-52.0,82
noname_1743,133.48314606741573,-52.0,79
noname_1744,137.52808988764045,-52.0,74
noname_1745,141.57303370786516,-52.0,69
noname_1746,145.61797752808988,-52.0,66
noname_1747,149.6629213483146,-52.0,64
noname_1748,153.70786516853934,-52.0,61
noname_1749,157.75280898876406,-52.0,55
noname_1750,161.79775280898878,-52.0,52
noname_1751,165.8426966292135,-52.0,48
noname_1752,169.8876404494382,-52.0,47
noname_1753,173.93258426966293,-52.0,42
noname_1754,177.97752808988764,-52.0,37
noname_1755,182.02247191011236,-52.0,34
noname_1756,186.06741573033707,-52.0,29
noname_1757,190.1123595505618,-52.0,27
noname_1758,194.1573033707865,-52.0,24
noname_1759,198.20224719101125,-52.0,19
noname_1760,202.24719101123597,-52.0,16
noname_1761,206.2921348314607,-52.0,11
noname_1762,210.3370786516854,-52.0,6
noname_1763,214.38202247191012,-52.0,4
noname_1764,218.42696629213484,-52.0,0
noname_1765,222.47191011235955,-52.0,0
noname_1766,226.51685393258427,-52.0,0
noname_1767,230.56179775280899,-52.0,0
noname_1768,234.6067415730337,-52.0,0
noname_1769,238.65168539325845,-52.0,0
noname_1770,242.69662921348316,-52.0,4
noname_1771,246.74157303370788,-52.0,12
noname_1772,250.7865168539326,-52.0,14
noname_1773,254.8314606741573,-52.0,21
noname_1774,258.87640449438203,-52.0,27
noname_1775,262.92134831460675,-52.0,30
noname_1776,266.96629213483146,-52.0,37
noname_1777,271.0112359550562,-52.0,44
noname_1778,275.0561797752809,-52.0,48
noname_1779,279.1011235955056,-52.0,54
noname_1780,283.14606741573033,-52.0,60
noname_1781,287.19101123595505,-52.0,63
noname_1782,291.23595505617976,-52.0,70
noname_1783,295.2808988764045,-52.0,76
noname_1784,299.3258426966292,-52.0,81
noname_1785,303.37078651685397,-52.0,86
noname_1786,307.4157303370787,-52.0,88
noname_1787,311.4606741573034,-52.0,93
noname_1788,315.5056179775281,-52.0,101
noname_1789,319.55056179775283,-52.0,104
noname_1790,323.59550561797755,-52.0,109
noname_1791,327.64044943820227,-52.0,114
noname_1792,331.685393258427,-52.0,116
noname_1793,335.7303370786517,-52.0,121
noname_1794,339.7752808988764,-52.0,126
noname_1795,343.82022471910113,-52.0,129
noname_1796,347.86516853932585,-52.0,133
noname_1797,351.91011235955057,-52.0,134
noname_1798,355.9550561797753,-52.0,139
noname_1799,360.0,-52.0,144
noname_1800,0.0,-50.0,154
noname_1801,4.044943820224719,-50.0,157
noname_1802,8.089887640449438,-50.0,162
noname_1803,12.134831460674157,-50.0,167
noname_1804,16.179775280898877,-50.0,170
noname_1805,20.224719101123597,-50.0,172
noname_1806,24.269662921348313,-50.0,175
noname_1807,28.314606741573034,-50.0,180
noname_1808,32.359550561797754,-50.0,180
noname_1809,36.40449438202247,-50.0,180
noname_1810,40.449438202247194,-50.0,180
noname_1811,44.49438202247191,-50.0,178
noname_1812,48.53932584269663,-50.0,173
noname_1813,52.58426966292135,-50.0,168
noname_1814,56.62921348314607,-50.0,166
noname_1815,60.67415730337079,-50.0,160
noname_1816,64.71910112359551,-50.0,158
noname_1817,68.76404494382022,-50.0,155
noname_1818,72.80898876404494,-50.0,150
noname_1819,76.85393258426967,-50.0,148
noname_1820,80.89887640449439,-50.0,143
noname_1821,84.9438202247191,-50.0,138
noname_1822,88.98876404494382,-50.0,135
noname_1823,93.03370786516854,-50.0,130
noname_1824,97.07865168539325,-50.0,125
noname_1825,101.12359550561798,-50.0,122
noname_1826,105.1685393258427,-50.0,120
noname_1827,109.21348314606742,-50.0,117
noname_1828,113.25842696629213,-50.0,112
noname_1829,117.30337078651685,-50.0,107
noname_1830,121.34831460674158,-50.0,104
noname_1831,125.3932584269663,-50.0,99
noname_1832,129.43820224719101,-50.0,94
noname_1833,133.48314606741573,-50.0,92
noname_1834,137.52808988764045,-50.0,87
noname_1835,141.57303370786516,-50.0,86
noname_1836,145.61797752808988,-50.0,82
noname_1837,149.6629213483146,-50.0,76
noname_1838,153.70786516853934,-50.0,74
noname_1839,157.75280898876406,-50.0,69
noname_1840,161.79775280898878,-50.0,66
noname_1841,165.8426966292135,-50.0,64
noname_1842,169.8876404494382,-50.0,59
noname_1843,173.93258426966293,-50.0,55
noname_1844,177.97752808988764,-50.0,52
noname_1845,182.02247191011236,-50.0,48
noname_1846,186.06741573033707,-50.0,44
noname_1847,190.1123595505618,-50.0,42
noname_1848,194.1573033707865,-50.0,37
noname_1849,198.20224719101125,-50.0,34
noname_1850,202.24719101123597,-50.0,29
noname_1851,206.2921348314607,-50.0,27
noname_1852,210.3370786516854,-50.0,24
noname_1853,214.38202247191012,-50.0,19
noname_1854,218.42696629213484,-50.0,14
noname_1855,222.47191011235955,-50.0,11
noname_1856,226.51685393258427,-50.0,8
noname_1857,230.56179775280899,-50.0,11
noname_1858,234.6067415730337,-50.0,14
noname_1859,238.65168539325845,-50.0,17
noname_1860,242.69662921348316,-50.0,25
noname_1861,246.74157303370788,-50.0,27
noname_1862,250.7865168539326,-50.0,34
noname_1863,254.8314606741573,-50.0,40
noname_1864,258.87640449438203,-50.0,44
noname_1865,262.92134831460675,-50.0,48
noname_1866,266.96629213483146,-50.0,55
noname_1867,271.0112359550562,-50.0,58
noname_1868,275.0561797752809,-50.0,65
noname_1869,279.1011235955056,-50.0,68
noname_1870,283.14606741573033,-50.0,72
noname_1871,287.19101123595505,-50.0,78
noname_1872,291.23595505617976,-50.0,82
noname_1873,295.2808988764045,-50.0,87
noname_1874,299.3258426966292,-50.0,94
noname_1875,303.37078651685397,-50.0,99
noname_1876,307.4157303370787,-50.0,104
noname_1877,311.4606741573034,-50.0,109
noname_1878,315.5056179775281,-50.0,114
noname_1879,319.55056179775283,-50.0,119
noname_1880,323.59550561797755,-50.0,121
noname_1881,327.64044943820227,-50.0,126
noname_1882,331.685393258427,-50.0,131
noname_1883,335.7303370786517,-50.0,133
noname_1884,339.7752808988764,-50.0,137
noname_1885,343.82022471910113,-50.0,139
noname_1886,347.86516853932585,-50.0,144
noname_1887,351.91011235955057,-50.0,149
noname_1888,355.9550561797753,-50.0,152
noname_1889,360.0,-50.0,154
noname_1890,0.0,-48.0,162
noname_1891,4.044943820224719,-48.0,165
noname_1892,8.089887640449438,-48.0,170
noname_1893,12.134831460674157,-48.0,170
noname_1894,16.179775280898877,-48.0,175
noname_1895,20.224719101123597,-48.0,180
noname_1896,24.269662921348313,-48.0,180
noname_1897,28.314606741573034,-48.0,180
noname_1898,32.359550561797754,-48.0,180
noname_1899,36.40449438202247,-48.0,180
noname_1900,40.449438202247194,-48.0,180
noname_1901,44.49438202247191,-48.0,180
noname_1902,48.53932584269663,-48.0,180
noname_1903,52.58426966292135,-48.0,176
noname_1904,56.62921348314607,-48.0,173
noname_1905,60.67415730337079,-48.0,168
noname_1906,64.71910112359551,-48.0,163
noname_1907,68.76404494382022,-48.0,160
noname_1908,72.80898876404494,-48.0,158
noname_1909,76.85393258426967,-48.0,153
noname_1910,80.89887640449439,-48.0,150
noname_1911,84.9438202247191,-48.0,145
noname_1912,88.98876404494382,-48.0,143
noname_1913,93.03370786516854,-48.0,138
noname_1914,97.07865168539325,-48.0,132
noname_1915,101.12359550561798,-48.0,130
noname_1916,105.1685393258427,-48.0,125
noname_1917,109.21348314606742,-48.0,120
noname_1918,113.25842696629213,-48.0,120
noname_1919,117.30337078651685,-48.0,115
noname_1920,121.34831460674158,-48.0,112
noname_1921,125.3932584269663,-48.0,107
noname_1922,129.43820224719101,-48.0,102
noname_1923,133.48314606741573,-48.0,99
noname_1924,137.52808988764045,-48.0,94
noname_1925,141.57303370786516,-48.0,89
noname_1926,145.61797752808988,-48.0,87
noname_1927,149.6629213483146,-48.0,84
noname_1928,153.70786516853934,-48.0,82
noname_1929,157.75280898876406,-48.0,76
noname_1930,161.79775280898878,-48.0,71
noname_1931,165.8426966292135,-48.0,69
noname_1932,169.8876404494382,-48.0,66
noname_1933,173.93258426966293,-48.0,64
noname_1934,177.97752808988764,-48.0,59
noname_1935,182.02247191011236,-48.0,55
noname_1936,186.06741573033707,-48.0,50
noname_1937,190.1123595505618,-48.0,48
noname_1938,194.1573033707865,-48.0,44
noname_1939,198.20224719101125,-48.0,39
noname_1940,202.24719101123597,-48.0,37
noname_1941,206.2921348314607,-48.0,32
noname_1942,210.3370786516854,-48.0,29
noname_1943,214.38202247191012,-48.0,27
noname_1944,218.42696629213484,-48.0,24
noname_1945,222.47191011235955,-48.0,26
noname_1946,226.51685393258427,-48.0,26
noname_1947,230.56179775280899,-48.0,28
noname_1948,234.6067415730337,-48.0,27
noname_1949,238.65168539325845,-48.0,28
noname_1950,242.69662921348316,-48.0,34
noname_1951,246.74157303370788,-48.0,36
noname_1952,250.7865168539326,-48.0,43
noname_1953,254.8314606741573,-48.0,46
noname_1954,258.87640449438203,-48.0,50
noname_1955,262.92134831460675,-48.0,56
noname_1956,266.96629213483146,-48.0,59
noname_1957,271.0112359550562,-48.0,66
noname_1958,275.0561797752809,-48.0,70
noname_1959,279.1011235955056,-48.0,73
noname_1960,283.14606741573033,-48.0,78
noname_1961,287.19101123595505,-48.0,84
noname_1962,291.23595505617976,-48.0,86
noname_1963,295.2808988764045,-48.0,95
noname_1964,299.3258426966292,-48.0,97
noname_1965,303.37078651685397,-48.0,100
noname_1966,307.4157303370787,-48.0,107
noname_1967,311.4606741573034,-48.0,110
noname_1968,315.5056179775281,-48.0,116
noname_1969,319.55056179775283,-48.0,122
noname_1970,323.59550561797755,-48.0,129
noname_1971,327.64044943820227,-48.0,133
noname_1972,331.685393258427,-48.0,134
noname_1973,335.7303370786517,-48.0,139
noname_1974,339.7752808988764,-48.0,144
noname_1975,343.82022471910113,-48.0,147
noname_1976,347.86516853932585,-48.0,152
noname_1977,351.91011235955057,-48.0,153
noname_1978,355.9550561797753,-48.0,157
noname_1979,360.0,-48.0,162
noname_1980,0.0,-46.0,167
noname_1981,4.044943820224719,-46.0,170
noname_1982,8.089887640449438,-46.0,172
noname_1983,12.134831460674157,-46.0,177
noname_1984,16.179775280898877,-46.0,180
noname_1985,20.224719101123597,-46.0,180
noname_1986,24.269662921348313,-46.0,180
noname_1987,28.314606741573034,-46.0,180
noname_1988,32.359550561797754,-46.0,180
noname_1989,36.40449438202247,-46.0,180
noname_1990,40.449438202247194,-46.0,180
noname_1991,44.49438202247191,-46.0,180
noname_1992,48.53932584269663,-46.0,180
noname_1993,52.58426966292135,-46.0,180
noname_1994,56.62921348314607,-46.0,178
noname_1995,60.67415730337079,-46.0,173
noname_1996,64.71910112359551,-46.0,168
noname_1997,68.76404494382022,-46.0,166
noname_1998,72.80898876404494,-46.0,160
noname_1999,76.85393258426967,-46.0,158
noname_2000,80.89887640449439,-46.0,155
noname_2001,84.9438202247191,-46.0,150
noname_2002,88.98876404494382,-46.0,148
noname_2003,93.03370786516854,-46.0,143
noname_2004,97.07865168539325,-46.0,138
noname_2005,101.12359550561798,-46.0,135
noname_2006,105.1685393258427,-46.0,130
noname_2007,109.21348314606742,-46.0,127
noname_2008,113.25842696629213,-46.0,122
noname_2009,117.30337078651685,-46.0,120
noname_2010,121.34831460674158,-46.0,117
noname_2011,125.3932584269663,-46.0,112
noname_2012,129.43820224719101,-46.0,107
noname_2013,133.48314606741573,-46.0,104
noname_2014,137.52808988764045,-46.0,99
noname_2015,141.57303370786516,-46.0,97
noname_2016,145.61797752808988,-46.0,92
noname_2017,149.6629213483146,-46.0,87
noname_2018,153.70786516853934,-46.0,86
noname_2019,157.75280898876406,-46.0,82
noname_2020,161.79775280898878,-46.0,76
noname_2021,165.8426966292135,-46.0,74
noname_2022,169.8876404494382,-46.0,69
noname_2023,173.93258426966293,-46.0,66
noname_2024,177.97752808988764,-46.0,64
noname_2025,182.02247191011236,-46.0,59
noname_2026,186.06741573033707,-46.0,55
noname_2027,190.1123595505618,-46.0,52
noname_2028,194.1573033707865,-46.0,48
noname_2029,198.20224719101125,-46.0,47
noname_2030,202.24719101123597,-46.0,42
noname_2031,206.2921348314607,-46.0,37
noname_2032,210.3370786516854,-46.0,34
noname_2033,214.38202247191012,-46.0,31
noname_2034,218.42696629213484,-46.0,34
noname_2035,222.47191011235955,-46.0,38
noname_2036,226.51685393258427,-46.0,36
noname_2037,230.56179775280899,-46.0,41
noname_2038,234.6067415730337,-46.0,41
noname_2039,238.65168539325845,-46.0,39
noname_2040,242.69662921348316,-46.0,42
noname_2041,246.74157303370788,-46.0,42
noname_2042,250.7865168539326,-46.0,45
noname_2043,254.8314606741573,-46.0,54
noname_2044,258.87640449438203,-46.0,55
noname_2045,262.92134831460675,-46.0,62
noname_2046,266.96629213483146,-46.0,68
noname_2047,271.0112359550562,-46.0,68
noname_2048,275.0561797752809,-46.0,74
noname_2049,279.1011235955056,-46.0,77
noname_2050,283.14606741573033,-46.0,82
noname_2051,287.19101123595505,-46.0,88
noname_2052,291.23595505617976,-46.0,92
noname_2053,295.2808988764045,-46.0,94
noname_2054,299.3258426966292,-46.0,98
noname_2055,303.37078651685397,-46.0,104
noname_2056,307.4157303370787,-46.0,108
noname_2057,311.4606741573034,-46.0,111
noname_2058,315.5056179775281,-46.0,117
noname_2059,319.55056179775283,-46.0,123
noname_2060,323.59550561797755,-46.0,127
noname_2061,327.64044943820227,-46.0,131
noname_2062,331.685393258427,-46.0,137
noname_2063,335.7303370786517,-46.0,144
noname_2064,339.7752808988764,-46.0,149
noname_2065,343.82022471910113,-46.0,152
noname_2066,347.86516853932585,-46.0,154
noname_2067,351.91011235955057,-46.0,157
noname_2068,355.9550561797753,-46.0,162
noname_2069,360.0,-46.0,167
noname_2070,0.0,-44.0,170
noname_2071,4.044943820224719,-44.0,172
noname_2072,8.089887640449438,-44.0,177
noname_2073,12.134831460674157,-44.0,180
noname_2074,16.179775280898877,-44.0,180
noname_2075,20.224719101123597,-44.0,180
noname_2076,24.269662921348313,-44.0,180
noname_2077,28.314606741573034,-44.0,180
noname_2078,32.359550561797754,-44.0,180
noname_2079,36.40449438202247,-44.0,180
noname_2080,40.449438202247194,-44.0,180
noname_2081,44.49438202247191,-44.0,180
noname_2082,48.53932584269663,-44.0,180
noname_2083,52.58426966292135,-44.0,180
noname_2084,56.62921348314607,-44.0,180
noname_2085,60.67415730337079,-44.0,178
noname_2086,64.71910112359551,-44.0,173
noname_2087,68.76404494382022,-44.0,168
noname_2088,72.80898876404494,-44.0,166
noname_2089,76.85393258426967,-44.0,160
noname_2090,80.89887640449439,-44.0,158
noname_2091,84.9438202247191,-44.0,155
noname_2092,88.98876404494382,-44.0,150
noname_2093,93.03370786516854,-44.0,148
noname_2094,97.07865168539325,-44.0,143
noname_2095,101.12359550561798,-44.0,138
noname_2096,105.1685393258427,-44.0,135
noname_2097,109.21348314606742,-44.0,130
noname_2098,113.25842696629213,-44.0,127
noname_2099,117.30337078651685,-44.0,122
noname_2100,121.34831460674158,-44.0,120
noname_2101,125.3932584269663,-44.0,117
noname_2102,129.43820224719101,-44.0,112
noname_2103,133.48314606741573,-44.0,110
noname_2104,137.52808988764045,-44.0,104
noname_2105,141.57303370786516,-44.0,99
noname_2106,145.61797752808988,-44.0,97
noname_2107,149.6629213483146,-44.0,92
noname_2108,153.70786516853934,-44.0,87
noname_2109,157.75280898876406,-44.0,86
noname_2110,161.79775280898878,-44.0,82
noname_2111,165.8426966292135,-44.0,79
noname_2112,169.8876404494382,-44.0,74
