starname,ra,dec,nights_observable
noname_556,64.71910112359551,-78.0,0
noname_557,68.76404494382022,-78.0,0
noname_558,72.80898876404494,-78.0,0
noname_559,76.85393258426967,-78.0,0
noname_560,80.89887640449439,-78.0,0
noname_561,84.9438202247191,-78.0,0
noname_562,88.98876404494382,-78.0,0
noname_563,93.03370786516854,-78.0,0
noname_564,97.07865168539325,-78.0,0
noname_565,101.12359550561798,-78.0,0
noname_566,105.1685393258427,-78.0,0
noname_567,109.21348314606742,-78.0,0
noname_568,113.25842696629213,-78.0,0
noname_569,117.30337078651685,-78.0,0
noname_570,121.34831460674158,-78.0,0
noname_571,125.3932584269663,-78.0,0
noname_572,129.43820224719101,-78.0,0
noname_573,133.48314606741573,-78.0,0
noname_574,137.52808988764045,-78.0,0
noname_575,141.57303370786516,-78.0,0
noname_576,145.61797752808988,-78.0,0
noname_577,149.6629213483146,-78.0,0
noname_578,153.70786516853934,-78.0,0
noname_579,157.75280898876406,-78.0,0
noname_580,161.79775280898878,-78.0,0
noname_581,165.8426966292135,-78.0,0
noname_582,169.8876404494382,-78.0,0
noname_583,173.93258426966293,-78.0,0
noname_584,177.97752808988764,-78.0,0
noname_585,182.02247191011236,-78.0,0
noname_586,186.06741573033707,-78.0,0
noname_587,190.1123595505618,-78.0,0
noname_588,194.1573033707865,-78.0,0
noname_589,198.20224719101125,-78.0,0
noname_590,202.24719101123597,-78.0,0
noname_591,206.2921348314607,-78.0,0
noname_592,210.3370786516854,-78.0,0
noname_593,214.38202247191012,-78.0,0
noname_594,218.42696629213484,-78.0,0
noname_595,222.47191011235955,-78.0,0
noname_596,226.51685393258427,-78.0,0
noname_597,230.56179775280899,-78.0,0
noname_598,234.6067415730337,-78.0,0
noname_599,238.65168539325845,-78.0,0
noname_600,242.69662921348316,-78.0,0
noname_601,246.74157303370788,-78.0,0
noname_602,250.7865168539326,-78.0,0
noname_603,254.8314606741573,-78.0,0
noname_604,258.87640449438203,-78.0,0
noname_605,262.92134831460675,-78.0,0
noname_606,266.96629213483146,-78.0,0
noname_607,271.0112359550562,-78.0,0
noname_608,275.0561797752809,-78.0,0
noname_609,279.1011235955056,-78.0,0
noname_610,283.14606741573033,-78.0,0
noname_611,287.19101123595505,-78.0,0
noname_612,291.23595505617976,-78.0,0
noname_613,295.2808988764045,-78.0,0
noname_614,299.3258426966292,-78.0,0
noname_615,303.37078651685397,-78.0,0
noname_616,307.4157303370787,-78.0,0
noname_617,311.4606741573034,-78.0,0
noname_618,315.5056179775281,-78.0,0
noname_619,319.55056179775283,-78.0,0
noname_620,323.59550561797755,-78.0,0
noname_621,327.64044943820227,-78.0,0
noname_622,331.685393258427,-78.0,0
noname_623,335.7303370786517,-78.0,0
noname_624,339.7752808988764,-78.0,0
noname_625,343.82022471910113,-78.0,0
noname_626,347.86516853932585,-78.0,0
noname_627,351.91011235955057,-78.0,0
noname_628,355.9550561797753,-78.0,0
noname_629,360.0,-78.0,0
noname_630,0.0,-76.0,0
noname_631,4.044943820224719,-76.0,0
noname_632,8.089887640449438,-76.0,0
noname_633,12.134831460674157,-76.0,0
noname_634,16.179775280898877,-76.0,0
noname_635,20.224719101123597,-76.0,0
noname_636,24.269662921348313,-76.0,0
noname_637,28.314606741573034,-76.0,0
noname_638,32.359550561797754,-76.0,0
noname_639,36.40449438202247,-76.0,0
noname_640,40.449438202247194,-76.0,0
noname_641,44.49438202247191,-76.0,0
noname_642,48.53932584269663,-76.0,0
noname_643,52.58426966292135,-76.0,0
noname_644,56.62921348314607,-76.0,0
noname_645,60.67415730337079,-76.0,0
noname_646,64.71910112359551,-76.0,0
noname_647,68.76404494382022,-76.0,0
noname_648,72.80898876404494,-76.0,0
noname_649,76.85393258426967,-76.0,0
noname_650,80.89887640449439,-76.0,0
noname_651,84.9438202247191,-76.0,0
noname_652,88.98876404494382,-76.0,0
noname_653,93.03370786516854,-76.0,0
noname_654,97.07865168539325,-76.0,0
noname_655,101.12359550561798,-76.0,0
noname_656,105.1685393258427,-76.0,0
noname_657,109.21348314606742,-76.0,0
noname_658,113.25842696629213,-76.0,0
noname_659,117.30337078651685,-76.0,0
noname_660,121.34831460674158,-76.0,0
noname_661,125.3932584269663,-76.0,0
noname_662,129.43820224719101,-76.0,0
noname_663,133.48314606741573,-76.0,0
noname_664,137.52808988764045,-76.0,0
noname_665,141.57303370786516,-76.0,0
noname_666,145.61797752808988,-76.0,0
noname_667,149.6629213483146,-76.0,0
noname_668,153.70786516853934,-76.0,0
noname_669,157.75280898876406,-76.0,0
noname_670,161.79775280898878,-76.0,0
noname_671,165.8426966292135,-76.0,0
noname_672,169.8876404494382,-76.0,0
noname_673,173.93258426966293,-76.0,0
noname_674,177.97752808988764,-76.0,0
noname_675,182.02247191011236,-76.0,0
noname_676,186.06741573033707,-76.0,0
noname_677,190.1123595505618,-76.0,0
noname_678,194.1573033707865,-76.0,0
noname_679,198.20224719101125,-76.0,0
noname_680,202.24719101123597,-76.0,0
noname_681,206.2921348314607,-76.0,0
noname_682,210.3370786516854,-76.0,0
noname_683,214.38202247191012,-76.0,0
noname_684,218.42696629213484,-76.0,0
noname_685,222.47191011235955,-76.0,0
noname_686,226.51685393258427,-76.0,0
noname_687,230.56179775280899,-76.0,0
noname_688,234.6067415730337,-76.0,0
noname_689,238.65168539325845,-76.0,0
noname_690,242.69662921348316,-76.0,0
noname_691,246.74157303370788,-76.0,0
noname_692,250.7865168539326,-76.0,0
noname_693,254.8314606741573,-76.0,0
noname_694,258.87640449438203,-76.0,0
noname_695,262.92134831460675,-76.0,0
noname_696,266.96629213483146,-76.0,0
noname_697,271.0112359550562,-76.0,0
noname_698,275.0561797752809,-76.0,0
noname_699,279.1011235955056,-76.0,0
