starname,program_code,ra,dec,vmag,teff,jmag,pmra,pmdec,gaia_id,exptime,n_exp,n_intra_max,n_intra_min,n_inter_max,tau_intra,tau_inter,gmag
105,LIBR,1.4695196103890200,-41.753408063428400,7.4,5861,6.5,97.86,-76.5,Gaia DR3 4995853014646189696,113,1,1,1,1,0,1,7.4
377,LIBR,2.1076643394278500,6.616794493147510,7.5,5758,6.4,87.52,-1.83,Gaia DR3 2745647973856851712,120,1,1,1,1,0,1,7.5
691,LIBR,2.8445698186203300,30.44973439006320,7.8,5379,6.6,209.64,35.6,Gaia DR3 2861502032312723328,183,1,1,1,1,0,1,7.8
1388,LIBR,4.497121279564230,-13.455641929479900,6.4,5816,5.4,401.64,-0.24,Gaia DR3 2423292879948720000,47,1,1,1,1,0,1,6.4
1461,LIBR,4.676323038587320,-8.05364062584043,6.3,5640,5.3,417.58,-143.9,Gaia DR3 2430102808294101760,45,1,1,1,1,0,1,6.3
2589,LIBR,7.736218600764690,77.01925183680750,6.0,5005,4.8,339.81,-34.42,Gaia DR3 540077264003238528,28,1,1,1,1,0,1,6.0
3861,LIBR,10.298922553155400,9.35459946071541,6.4,6195,5.6,-122.73,-103.08,Gaia DR3 2750176827892427904,42,1,1,1,1,0,1,6.4
4208,LIBR,11.112601864577800,-26.515018438908700,7.6,5544,6.6,313.56,149.32,Gaia DR3 2343647384368388608,150,1,1,1,1,0,1,7.6
4203,LIBR,11.172246871990600,20.44837522721210,8.5,5632,7.4,122.1,-124.2,Gaia DR3 2801366000472903040,315,1,1,1,1,0,1,8.5
4307,LIBR,11.36937776735490,-12.881722089785400,6.0,5721,5.0,-33.61,-205.5,Gaia DR3 2376087581593256448,33,1,1,1,1,0,1,6.0
4628,LIBR,12.099107075155000,5.27553944692346,5.5,4859,4.4,755.89,-1141.72,Gaia DR3 2552925644460225152,21,1,1,1,1,0,1,5.5
4747,LIBR,12.36401204858630,-23.2119122643033,7.0,5230,5.8,519.05,124.04,Gaia DR3 2348830516542653824,81,1,1,1,1,0,1,7.0
4915,LIBR,12.796367991908000,-5.039807177766980,6.8,5652,5.8,261.89,-119.04,Gaia DR3 2525514785221197696,71,1,1,1,1,0,1,6.8
5133,LIBR,13.257923204654400,-30.356773021373200,6.9,4815,5.5,620.24,31.77,Gaia DR3 5031808453624044800,80,1,1,1,1,0,1,6.9
6558,LIBR,16.607472456986500,-0.7496090598758010,8.1,5950,7.2,70.96,-35.25,Gaia DR3 2533207140366790272,239,1,1,1,1,0,1,8.1
6963,LIBR,17.673669293671600,42.93094190794180,7.5,5474,6.3,-153.97,-200.05,Gaia DR3 373208954099200768,109,1,1,1,1,0,1,7.5
HIP5938,LIBR,19.101421358445400,-12.0970230918941,7.4,5348,6.2,133.88,-4.97,Gaia DR3 2468730472844294016,114,1,1,1,1,0,1,7.4
8038,LIBR,19.870991526370500,-24.95174868996700,8.2,5595,7.2,-22.08,-121.85,Gaia DR3 5040068191130125056,289,1,1,1,1,0,1,8.2
HIP6276,LIBR,20.134955655159800,-11.46831072997000,8.2,5259,7.0,111.48,-136.92,Gaia DR3 2470272812780609280,282,1,1,1,1,0,1,8.2
7924,LIBR,20.49563501592210,76.71014296688710,6.9,5059,5.6,-34.77,-32.72,Gaia DR3 560130775546153344,82,1,1,1,1,0,1,6.9
8574,LIBR,21.30342043040340,28.565994976122800,7.0,5960,6.0,251.27,-157.57,Gaia DR3 297045096447719040,74,1,1,1,1,0,1,7.0
8907,LIBR,22.143483746086300,42.26725739866820,6.5,6188,5.7,53.04,-97.59,Gaia DR3 396341196983414272,55,1,1,1,1,0,1,6.5
9540,LIBR,23.31719926673900,-24.178664853360600,6.8,5375,5.7,272.59,-158.67,Gaia DR3 5038817840251308288,71,1,1,1,1,0,1,6.8
9472,LIBR,23.329265970835700,23.97569885269820,7.5,5637,6.4,-1.84,29.01,Gaia DR3 291701396922348672,125,1,1,1,1,0,1,7.5
9562,LIBR,23.42926407994890,-7.025711115974720,5.6,5837,4.6,174.61,-82.58,Gaia DR3 2477891500647336704,22,1,1,1,1,0,1,5.6
9407,LIBR,23.63392128429310,68.94864548479530,6.4,5540,5.3,-378.41,114.62,Gaia DR3 532057254394731776,42,1,1,1,1,0,1,6.4
9986,LIBR,24.42087642407900,12.078407829941500,6.6,5698,5.6,120.37,6.12,Gaia DR3 2585856120791459584,59,1,1,1,1,0,1,6.6
10145,LIBR,25.41505844808800,66.90876139619190,7.5,5561,6.4,692.53,-265.81,Gaia DR3 519478154178249728,109,1,1,1,1,0,1,7.5
10476,LIBR,25.62258568627590,20.26551918225610,5.0,5092,3.9,-300.74,-673.54,Gaia DR3 96331172942614528,14,1,1,1,1,0,1,5.0
10697,LIBR,26.232401137403900,20.08268276456230,6.1,5515,5.4,-43.36,-104.94,Gaia DR3 95652018353917056,37,1,1,1,1,0,1,6.1
10780,LIBR,26.94267663257600,63.85140778824970,5.4,5236,4.6,581.68,-246.46,Gaia DR3 512167948043650816,19,1,1,1,1,0,1,5.4
11850,LIBR,29.19652687929220,23.051061336826300,7.7,5520,6.6,-83.53,-16.87,Gaia DR3 98692614681349248,162,1,1,1,1,0,1,7.7
11964A,LIBR,29.288373423111600,-10.24350297756490,6.2,5303,5.0,-367.0,-242.39,Gaia DR3 2462426800883134336,43,1,1,1,1,0,1,6.2
12051,LIBR,29.77893376982380,33.20812041512160,6.9,5313,5.8,243.79,-351.62,Gaia DR3 304991163902854784,66,1,1,1,1,0,1,6.9
12235,LIBR,30.03919219177790,3.095874140509910,5.7,5877,5.2,230.83,-256.47,Gaia DR3 2511794495013074048,21,1,1,1,1,0,1,5.7
12661,LIBR,31.142335838084300,25.413539140884400,7.3,5551,6.2,-108.0,-173.3,Gaia DR3 105332908999068032,92,1,1,1,1,0,1,7.3
12846,LIBR,31.62604445873310,24.333335458599300,6.7,5650,5.7,6.06,-147.73,Gaia DR3 104453918172129792,66,1,1,1,1,0,1,6.7
13043,LIBR,31.89169357592960,-0.6189509702586560,6.7,5762,5.8,-249.69,-344.63,Gaia DR3 2506906787870475904,67,1,1,1,1,0,1,6.7
13357,LIBR,32.717524003731300,13.682958143895900,8.0,5644,6.9,114.01,-72.06,Gaia DR3 77161217776670208,238,1,1,1,1,0,1,8.0
13579,LIBR,33.93336984833180,67.67095420333350,7.0,4988,5.7,518.18,-305.64,Gaia DR3 520377795206114688,83,1,1,1,1,0,1,7.0
13931,LIBR,34.19801801410830,43.77218102623470,7.5,5750,6.5,98.57,-183.41,Gaia DR3 351537889154226816,110,1,1,1,1,0,1,7.5
14412,LIBR,34.74269374763960,-25.943711129253500,6.1,5357,5.1,-217.73,444.61,Gaia DR3 5117974602912370432,39,1,1,1,1,0,1,6.1
16141,LIBR,38.83234577472830,-3.562549585651070,6.7,5623,5.7,-155.5,-437.85,Gaia DR3 2495335115182966016,60,1,1,1,1,0,1,6.7
16275,LIBR,39.27350840014900,12.90150333673010,8.5,5728,7.5,-2.31,-88.16,Gaia DR3 26584305669737984,373,1,1,1,1,0,1,8.5
16397,LIBR,39.61357023705310,30.8149077432438,7.2,5761,6.2,-487.54,-386.86,Gaia DR3 132922438878995968,97,1,1,1,1,0,1,7.2
16623,LIBR,39.79114862773610,-26.319759685297400,8.6,5741,7.6,170.84,-234.92,Gaia DR3 5070653237360687616,428,1,1,1,1,0,1,8.6
17190,LIBR,41.564530746380400,25.649238050236,7.7,5109,6.4,237.59,-149.14,Gaia DR3 114575472461716864,133,1,1,1,1,0,1,7.7
18143,LIBR,43.91406593452300,26.87235600884520,7.3,5059,6.0,264.6,-193.33,Gaia DR3 116037204451525376,130,1,1,1,1,0,1,7.3
18632,LIBR,45.01318769635740,7.7498492432584800,7.7,4953,6.3,328.03,21.18,Gaia DR3 8479094371605632,182,1,1,1,1,0,1,7.7
18803,LIBR,45.60960164514360,26.608490327814300,6.5,5435,5.3,233.07,-168.45,Gaia DR3 115311458058061440,47,1,1,1,1,0,1,6.5
19034,LIBR,45.91381780795170,-5.6674695035064600,7.9,5536,6.8,333.37,-263.8,Gaia DR3 5181087291900789888,215,1,1,1,1,0,1,7.9
19467,LIBR,46.82735626488870,-13.762941186311100,6.8,5615,5.8,-8.69,-260.64,Gaia DR3 5155981730587168384,74,1,1,1,1,0,1,6.8
19308,LIBR,46.91551646600860,36.61665362064650,7.2,5698,6.2,241.08,-217.79,Gaia DR3 138972467251590656,85,1,1,1,1,0,1,7.2
19994,LIBR,48.19434611542990,-1.1964050113002000,4.9,6080,4.2,193.55,-68.89,Gaia DR3 3265335443260522112,13,1,1,1,1,0,1,4.9
20165,LIBR,48.698581142606800,8.97899582038987,7.6,5098,6.3,400.58,-404.43,Gaia DR3 14163878724940672,150,1,1,1,1,0,1,7.6
20619,LIBR,49.75902219538300,-2.8436402553284400,6.9,5657,5.9,253.73,-100.74,Gaia DR3 3261878613062758144,76,1,1,1,1,0,1,6.9
20675,LIBR,50.47011742630580,49.070624555513700,5.8,6406,5.3,181.31,-63.09,Gaia DR3 435646474233078144,23,1,1,1,1,0,1,5.8
21313,LIBR,51.872466816799500,34.80628217647970,8.0,5886,7.1,1.46,-76.4,Gaia DR3 221881583925032192,230,1,1,1,1,0,1,8.0
21774,LIBR,52.81373010119670,20.76721140500660,7.9,5601,6.9,-112.37,-194.66,Gaia DR3 58324212771048832,173,1,1,1,1,0,1,7.9
21847,LIBR,53.16703514975480,35.65902438317530,7.2,6247,6.4,131.05,-59.83,Gaia DR3 221991882981235072,92,1,1,1,1,0,1,7.2
22072,LIBR,53.53534931054170,17.83144865206090,5.9,4941,4.9,94.38,-310.45,Gaia DR3 56413781254974080,32,1,1,1,1,0,1,5.9
22282,LIBR,53.80421676260630,-0.7394323361663480,8.3,5381,7.2,103.34,-119.58,Gaia DR3 3263319007654791552,326,1,1,1,1,0,1,8.3
23439,LIBR,56.76235050997170,41.42172296160870,7.9,5105,6.6,597.92,-1243.84,Gaia DR3 231113736385994624,219,1,1,1,1,0,1,7.9
23596,LIBR,57.00186971669160,40.53073384375660,7.1,5902,6.2,52.74,21.74,Gaia DR3 224870885460646016,88,1,1,1,1,0,1,7.1
24040,LIBR,57.59622684276640,17.4752524415781,7.3,5664,6.3,113.43,-251.1,Gaia DR3 43802039287826432,92,1,1,1,1,0,1,7.3
24213,LIBR,58.04688243208990,25.162347138819500,6.6,5941,5.7,-123.04,-164.35,Gaia DR3 66892264508548864,52,1,1,1,1,0,1,6.6
24365,LIBR,58.40777952346410,28.148064883355300,7.7,5120,6.3,100.76,-10.99,Gaia DR3 166918475121503104,164,1,1,1,1,0,1,7.7
24496,LIBR,58.617798657770100,16.615308973295500,6.7,5431,5.4,214.12,-167.43,Gaia DR3 43499295632961152,61,1,1,1,1,0,1,6.7
24238,LIBR,58.770044816656000,61.16571579707410,7.6,4943,6.2,437.75,-245.53,Gaia DR3 474648763011926272,118,1,1,1,1,0,1,7.6
24892,LIBR,59.11997180732640,-25.182588136929500,6.7,5340,5.5,106.59,-280.38,Gaia DR3 5082840945798327936,65,1,1,1,1,0,1,6.7
25680,LIBR,61.33523408583350,22.008324337407700,5.8,5750,4.9,172.21,-130.61,Gaia DR3 53112944270520832,26,1,1,1,1,0,1,5.8
26151,LIBR,61.83602677384700,-27.426742184225500,8.3,5252,7.1,-63.64,-243.28,Gaia DR3 4889216948147099520,312,1,1,1,1,0,1,8.3
28005,LIBR,66.85346367474630,46.85181031919990,6.6,5663,5.5,81.45,-302.29,Gaia DR3 257134507991047936,52,1,1,1,1,0,1,6.6
29528,LIBR,69.90317995440890,13.122464445610600,8.8,5485,7.6,236.11,-142.14,Gaia DR3 3308216770405335296,416,1,1,1,1,0,1,8.8
30495,LIBR,71.90182063625530,-16.933703052251100,5.3,5699,4.5,130.26,169.34,Gaia DR3 2980492387558410112,17,1,1,1,1,0,1,5.3
30339,LIBR,72.38940531947930,53.36542981657840,8.1,5937,7.1,61.72,-63.01,Gaia DR3 273059284652294528,241,1,1,1,1,0,1,8.1
30708,LIBR,72.87279253581530,35.8146161723747,6.6,5607,5.6,20.61,-117.85,Gaia DR3 174156255225869440,60,1,1,1,1,0,1,6.6
30649,LIBR,72.93393558425790,45.83165590842480,6.8,5728,5.8,372.13,-553.58,Gaia DR3 254503754623418240,71,1,1,1,1,0,1,6.8
31253,LIBR,73.68230051356960,12.35200441995680,7.0,5953,6.1,90.13,-42.74,Gaia DR3 3295354481521174656,81,1,1,1,1,0,1,7.0
31560,LIBR,73.92557803274880,-28.56491862106160,7.8,4548,6.2,187.89,-226.51,Gaia DR3 4879850208590379904,212,1,1,1,1,0,1,7.8
31412,LIBR,73.98346861421050,4.66957842736715,6.9,5981,6.0,133.03,-191.85,Gaia DR3 3239548665775613056,67,1,1,1,1,0,1,6.9
31966,LIBR,75.14099488802790,14.384044652381200,6.6,5606,5.5,39.91,52.57,Gaia DR3 3392510077730740480,58,1,1,1,1,0,1,6.6
32923,LIBR,76.86503115411450,18.645131947886,4.7,5655,3.6,534.67,18.45,Gaia DR3 3407611182744289152,12,1,1,1,1,0,1,4.7
32963,LIBR,76.98200375071790,26.3276714086822,7.4,5652,6.4,-69.9,-66.12,Gaia DR3 3421680597955802624,120,1,1,1,1,0,1,7.4
34445,LIBR,79.42074820691550,7.352695264589850,7.2,5684,6.1,-0.73,-146.89,Gaia DR3 3241295308714904960,94,1,1,1,1,0,1,7.2
34721,LIBR,79.71210885930140,-18.129780581089400,5.8,5898,5.2,385.99,60.96,Gaia DR3 2981583790287411200,28,1,1,1,1,0,1,5.8
34411,LIBR,79.78833900872730,40.09609817127970,4.5,5761,3.4,520.57,-664.49,Gaia DR3 188771135583573504,12,1,1,1,1,0,1,4.5
34745,LIBR,79.95446269323230,2.51316806507769,6.9,6032,6.0,30.1,-99.42,Gaia DR3 3234481566438473600,73,1,1,1,1,0,1,6.9
34575,LIBR,80.58433858696150,59.27665235142310,6.9,5486,5.8,227.62,-283.76,Gaia DR3 281179246740400384,67,1,1,1,1,0,1,6.9
35627,LIBR,81.47111351569540,-6.362783622431970,7.4,5994,6.5,-133.8,-22.71,Gaia DR3 3208926854625048064,110,1,1,1,1,0,1,7.4
35974,LIBR,81.77742445085320,-31.56600607951050,7.0,5853,6.1,-58.21,37.64,Gaia DR3 2905038676979959552,84,1,1,1,1,0,1,7.0
36308,LIBR,82.84889013784130,12.555491869966400,8.2,5312,7.0,171.99,-135.35,Gaia DR3 3341047161115131904,236,1,1,1,1,0,1,8.2
37213,LIBR,83.92130043705290,-27.62179276106840,8.0,5589,6.9,23.65,-217.39,Gaia DR3 2908352467587345152,242,1,1,1,1,0,1,8.0
37124,LIBR,84.25998285021260,20.72892007732210,7.5,5487,6.4,-79.55,-420.04,Gaia DR3 3402798414192387328,109,1,1,1,1,0,1,7.5
37008,LIBR,84.5454985120725,51.4462230783122,7.5,4979,6.1,-549.98,107.57,Gaia DR3 215395053733297024,107,1,1,1,1,0,1,7.5
37962,LIBR,85.21621425881810,-31.35273018754960,7.7,5625,6.7,-59.52,-365.15,Gaia DR3 2902205991429301888,162,1,1,1,1,0,1,7.7
37394,LIBR,85.33475293851620,53.478731438569600,6.0,5176,4.3,2.8,-523.48,Gaia DR3 263916708025623680,35,1,1,1,1,0,1,6.0
37006,LIBR,86.54860756114970,78.2565696524548,8.0,5505,6.9,-45.93,70.55,Gaia DR3 552477109464650752,237,1,1,1,1,0,1,8.0
38529,LIBR,86.64512552932930,1.167566977088820,5.7,5541,4.9,-77.81,-141.36,Gaia DR3 3219847066672970368,21,1,1,1,1,0,1,5.7
38949,LIBR,87.08343007652090,-24.46400568079230,7.7,5907,6.7,-30.32,-35.46,Gaia DR3 2915523482424724224,152,1,1,1,1,0,1,7.7
38858,LIBR,87.1458581131804,-4.095664047742020,5.8,5647,5.3,61.43,-229.29,Gaia DR3 3023711269067191296,28,1,1,1,1,0,1,5.8
39881,LIBR,89.01601210041530,13.922768938376400,6.5,5622,5.4,372.93,-482.79,Gaia DR3 3346787986201584896,52,1,1,1,1,0,1,6.5
40397,LIBR,89.5900670199354,-4.651563226359420,6.8,5484,5.7,74.85,-200.35,Gaia DR3 3022685626580347392,72,1,1,1,1,0,1,6.8
40979,LIBR,91.12535302459680,44.2597643129915,6.6,6027,5.7,95.07,-152.65,Gaia DR3 961428192989499904,52,1,1,1,1,0,1,6.6
42618,LIBR,93.00324485733240,6.781938865425930,6.7,5637,5.7,197.25,-254.87,Gaia DR3 3319126988068404096,63,1,1,1,1,0,1,6.7
42250,LIBR,94.01099682873430,70.77960480447200,7.2,5279,6.0,-12.71,-443.29,Gaia DR3 1107458592882148096,84,1,1,1,1,0,1,7.2
43745,LIBR,94.265596320633,-22.71638383129370,5.9,5927,5.1,125.6,-259.38,Gaia DR3 2937506911753275008,30,1,1,1,1,0,1,5.9
43947,LIBR,94.91731984859120,16.013183191034800,6.5,5930,5.5,-15.29,-14.62,Gaia DR3 3369088315397965056,53,1,1,1,1,0,1,6.5
44420,LIBR,95.43138933273580,-0.5398224049971100,7.5,5657,6.5,-2.58,-156.48,Gaia DR3 3118688251708604928,125,1,1,1,1,0,1,7.5
45184,LIBR,96.18199432228880,-28.78065704294950,6.2,5739,5.2,-165.12,-121.85,Gaia DR3 2898239468873596800,42,1,1,1,1,0,1,6.2
45067,LIBR,96.3200054103708,-0.9468533456659970,5.7,5940,5.1,239.05,-218.35,Gaia DR3 3118434397663311360,26,1,1,1,1,0,1,5.7
44985,LIBR,96.33379443308650,11.232993370005400,6.9,5923,6.0,-123.07,-56.8,Gaia DR3 3330686669209149824,74,1,1,1,1,0,1,6.9
45588,LIBR,96.79649729040560,-25.857460600679600,5.9,6057,5.1,-173.21,-216.6,Gaia DR3 2899947933845777920,31,1,1,1,1,0,1,5.9
45350,LIBR,97.19021847783750,38.9627241037441,7.7,5502,6.6,-42.75,-53.74,Gaia DR3 955758320761687680,168,1,1,1,1,0,1,7.7
46375,LIBR,98.30309186643740,5.462493694254460,7.7,5154,6.5,111.62,-96.95,Gaia DR3 3131777319158581376,158,1,1,1,1,0,1,7.7
47157,LIBR,99.38221418892730,9.143923478889450,7.5,5587,6.4,-59.64,-80.41,Gaia DR3 3326573774163806336,123,1,1,1,1,0,1,7.5
48938,LIBR,101.21643794479900,-27.34036132824010,6.3,5945,5.4,-5.87,293.78,Gaia DR3 2918894859953947392,44,1,1,1,1,0,1,6.3
48682,LIBR,101.68472063329200,43.57815575950830,5.1,5975,4.4,-2.71,164.52,Gaia DR3 952326504452337792,13,1,1,1,1,0,1,5.1
50499,LIBR,103.00806340849400,-33.91525742140190,7.1,5890,6.2,-69.22,68.29,Gaia DR3 5579783574073770112,85,1,1,1,1,0,1,7.1
50806,LIBR,103.39285496655000,-28.54175769419190,5.9,5509,4.8,282.21,-441.74,Gaia DR3 5609058277323483392,30,1,1,1,1,0,1,5.9
50639,LIBR,103.43646771767900,-9.51560341796801,6.9,6011,6.0,-68.86,-31.19,Gaia DR3 3050309864100076544,76,1,1,1,1,0,1,6.9
50554,LIBR,103.67826759483300,24.24512750011010,6.7,5934,5.8,-35.84,-96.67,Gaia DR3 3380479015342121600,63,1,1,1,1,0,1,6.7
50692,LIBR,103.82759156605100,25.375803135431400,5.6,5819,4.9,-37.59,24.23,Gaia DR3 3381727613874753536,22,1,1,1,1,0,1,5.6
51219,LIBR,104.14239928227300,1.159517062360360,7.2,5565,6.1,-8.85,-577.55,Gaia DR3 3113909602378333056,85,1,1,1,1,0,1,7.2
51419,LIBR,104.54919118840600,22.4763180874356,6.8,5680,5.7,48.27,97.51,Gaia DR3 3379989457790428416,69,1,1,1,1,0,1,6.8
52265,LIBR,105.07462866477900,-5.3668029911915000,6.2,5981,5.2,-116.51,80.63,Gaia DR3 3101382419728401408,37,1,1,1,1,0,1,6.2
52456,LIBR,105.3980418719650,6.926966167062050,7.9,5092,6.6,-30.7,27.85,Gaia DR3 3153772873178431744,222,1,1,1,1,0,1,7.9
52711,LIBR,105.87771196960200,29.33340231275950,5.8,5886,4.9,156.62,-827.8,Gaia DR3 887822001246832384,23,1,1,1,1,0,1,5.8
56274,LIBR,108.95931641149,-13.048694778534500,7.6,5779,6.6,-510.85,176.96,Gaia DR3 3033005406506033664,150,1,1,1,1,0,1,7.6
56303,LIBR,109.15203982346800,1.878249310839770,7.2,5837,6.2,58.29,-116.39,Gaia DR3 3111942885310862848,94,1,1,1,1,0,1,7.2
58781,LIBR,111.96214263636800,19.04447957285070,7.1,5538,5.9,117.63,-70.45,Gaia DR3 3362649918901844608,87,1,1,1,1,0,1,7.1
59747,LIBR,113.2521411344810,37.02988798978210,7.4,5029,6.1,-49.87,9.41,Gaia DR3 898639447612575104,132,1,1,1,1,0,1,7.4
60491,LIBR,113.60867243340600,-6.896868195480980,7.9,4981,6.6,-80.26,-43.04,Gaia DR3 3054448838181163520,221,1,1,1,1,0,1,7.9
61606,LIBR,114.9975146257710,-3.598743712839390,6.9,4795,5.5,70.08,-278.12,Gaia DR3 3057712223051571200,80,1,1,1,1,0,1,6.9
63754,LIBR,117.43844184454100,-20.208191693848400,6.4,5942,7.5,-33.73,-125.77,Gaia DR3 5712673641791603968,49,1,1,1,1,0,1,6.4
65583,LIBR,120.13300863259100,29.207176720378500,6.8,5323,5.5,-169.92,-1164.93,Gaia DR3 876370076542359936,73,1,1,1,1,0,1,6.8
66428,LIBR,120.86915625246400,-1.1636305880470600,8.1,5640,7.0,-65.77,-207.0,Gaia DR3 3083043390405346432,251,1,1,1,1,0,1,8.1
67458,LIBR,121.75390919460000,-29.40451664155660,6.6,5802,5.7,339.64,-355.15,Gaia DR3 5596797039059063680,60,1,1,1,1,0,1,6.6
66171,LIBR,122.04052824927200,71.92244115883770,8.0,5758,7.0,-237.6,-447.89,Gaia DR3 1122811657854754560,200,1,1,1,1,0,1,8.0
67767,LIBR,122.61289433225800,25.505787756746400,5.5,5162,4.0,-72.95,-347.89,Gaia DR3 681096777089578112,17,1,1,1,1,0,1,5.5
68168,LIBR,122.9547610627590,16.522713269426800,7.2,5624,6.1,-41.32,-258.47,Gaia DR3 656546537868692480,85,1,1,1,1,0,1,7.2
68978,LIBR,123.392002763659,-31.734710854047800,6.6,5827,5.6,-333.36,151.42,Gaia DR3 5548164986925169024,58,1,1,1,1,0,1,6.6
68988,LIBR,124.59358012860100,61.46085607940320,8.1,5777,7.1,128.27,30.43,Gaia DR3 1090159839002347136,236,1,1,1,1,0,1,8.1
69830,LIBR,124.60104883936600,-12.63656179358330,5.8,5361,5.0,278.79,-987.83,Gaia DR3 5726982995343100928,27,1,1,1,1,0,1,5.8
69809,LIBR,124.8059515483340,14.200788880233600,7.7,5712,6.7,35.77,24.57,Gaia DR3 652212812787763200,164,1,1,1,1,0,1,7.7
69897,LIBR,125.01599916401500,27.21602917222350,5.0,6195,4.1,-17.48,-377.07,Gaia DR3 683184784030475520,12,1,1,1,1,0,1,5.0
70843,LIBR,126.18921944428400,17.18119290070820,6.9,6168,6.1,10.35,-125.97,Gaia DR3 656046844193198848,78,1,1,1,1,0,1,6.9
71334,LIBR,126.45702897571200,-29.93189260103370,7.6,5629,6.6,139.24,-292.47,Gaia DR3 5644325284591298688,156,1,1,1,1,0,1,7.6
71479,LIBR,126.89580209174600,-5.148995117355670,7.0,5847,6.1,-124.94,-80.69,Gaia DR3 3065191272937568896,84,1,1,1,1,0,1,7.0
71881,LIBR,127.97874057463700,50.615180936804200,7.3,5746,6.3,-82.06,-339.87,Gaia DR3 1027330446055197952,92,1,1,1,1,0,1,7.3
72673,LIBR,128.20875984158500,-31.49746297688190,6.2,5207,5.3,-1113.74,762.42,Gaia DR3 5640565607657897728,41,1,1,1,1,0,1,6.2
72760,LIBR,128.6310134205410,-0.725982493124045,7.1,5331,5.9,-195.58,18.24,Gaia DR3 3073562610873679872,94,1,1,1,1,0,1,7.1
74156,LIBR,130.60478477472200,4.577206096422420,7.5,5915,6.6,24.67,-200.24,Gaia DR3 582221750852254080,110,1,1,1,1,0,1,7.5
75732,LIBR,133.146760620834,28.329783000362700,5.7,5184,4.8,-485.68,-233.52,Gaia DR3 704967037090946688,20,1,1,1,1,0,1,5.7
76218,LIBR,133.9818704323850,36.19613304929900,7.5,5225,6.3,-25.72,-12.57,Gaia DR3 717094512905486976,131,1,1,1,1,0,1,7.5
76909,LIBR,134.84367840563800,7.414375253333310,7.7,5561,6.6,95.79,-136.52,Gaia DR3 584923525799308160,135,1,1,1,1,0,1,7.7
78366,LIBR,137.211768493545,33.881708956195,5.8,5877,4.8,-191.41,-114.63,Gaia DR3 714116137767540096,23,1,1,1,1,0,1,5.8
80367,LIBR,139.8673572218370,0.8965017669833900,7.9,5012,6.6,-137.44,-125.76,Gaia DR3 3844124407140189440,169,1,1,1,1,0,1,7.9
80606,LIBR,140.65696231986900,50.60377794926780,8.8,5471,7.7,56.02,10.33,Gaia DR3 1019003226022657920,501,1,1,1,1,0,1,8.8
233641,LIBR,142.65015889929000,52.78995421270870,9.1,6206,8.2,-43.77,-5.45,Gaia DR3 1019722237908030208,602,1,1,1,1,0,1,9.1
82943,LIBR,143.71140366156300,-12.130321804504200,6.4,5836,5.5,1.44,-174.33,Gaia DR3 5691782130578684544,49,1,1,1,1,0,1,6.4
83443,LIBR,144.29941443366000,-43.27273758349010,8.0,5361,6.9,21.8,-120.09,Gaia DR3 5424836719001215360,246,1,1,1,1,0,1,8.0
84117,LIBR,145.55812521272900,-23.91440138294450,4.8,6030,4.1,-399.5,262.32,Gaia DR3 5663558453071724288,12,1,1,1,1,0,1,4.8
84737,LIBR,147.14879992678300,46.02059693079520,4.9,5785,4.0,221.75,-92.36,Gaia DR3 821455861647126656,13,1,1,1,1,0,1,4.9
85301,LIBR,148.06842522543600,49.19047826828880,7.6,5535,6.5,-213.21,-70.55,Gaia DR3 826522617385730304,121,1,1,1,1,0,1,7.6
86728,LIBR,150.24996758591100,31.92176197567590,5.2,5759,4.3,-528.87,-429.38,Gaia DR3 746545172372256384,16,1,1,1,1,0,1,5.2
87424,LIBR,151.15604256353400,-11.729808870320900,7.9,4903,6.6,-191.59,-24.53,Gaia DR3 3766401961693098368,221,1,1,1,1,0,1,7.9
87836,LIBR,152.1252371304690,33.51386781275730,7.3,5592,6.3,157.17,-164.94,Gaia DR3 747090839376823552,92,1,1,1,1,0,1,7.3
87883,LIBR,152.17940677959900,34.241989898088800,7.3,4941,5.8,-64.29,-61.44,Gaia DR3 747266452000257280,112,1,1,1,1,0,1,7.3
89269,LIBR,154.71683099163700,44.046986093003400,6.5,5580,5.4,61.77,-300.27,Gaia DR3 806000816970521728,47,1,1,1,1,0,1,6.5
90156,LIBR,155.98010817595700,-29.64508920127810,6.8,5538,5.7,-39.16,99.3,Gaia DR3 5461620846141553024,68,1,1,1,1,0,1,6.8
90711,LIBR,157.04893994460500,-6.6018316874858300,7.7,5342,6.5,-374.54,-281.72,Gaia DR3 3775795982881589376,172,1,1,1,1,0,1,7.7
90905,LIBR,157.42528688771200,1.4905711771241300,6.7,5942,5.8,-150.93,-123.83,Gaia DR3 3855524182352238336,56,1,1,1,1,0,1,6.7
92788,LIBR,160.70213301908600,-2.184748199843870,7.2,5591,6.1,-14.88,-223.01,Gaia DR3 3802549437248150656,92,1,1,1,1,0,1,7.2
92945,LIBR,160.86670251334400,-29.064508603284200,7.5,5123,6.2,-215.48,-49.89,Gaia DR3 5455707157211784832,136,1,1,1,1,0,1,7.5
92855,LIBR,161.0008347416540,46.20636327795300,7.2,5904,6.3,-270.8,-64.46,Gaia DR3 829777377964973952,85,1,1,1,1,0,1,7.2
95128,LIBR,164.8647031186750,40.43050097561350,4.9,5763,4.0,-316.85,55.18,Gaia DR3 777254360337133312,12,1,1,1,1,0,1,4.9
