starname,program_code,ra,dec,vmag,teff,jmag,pmra,pmdec,gaia_id,exptime,n_exp,n_intra_max,n_intra_min,n_inter_max,tau_intra,tau_inter,gmag
155456,LIBR,257.6557142857110,24.533485052357700,8.1,5235,6.8,-202.98,235.97,Gaia DR3 4571935477627652736,216,1,1,1,1,0,1,8.1
155413,LIBR,257.99423110879400,-14.620557144068400,7.1,5956,6.0,-18.37,-39.81,Gaia DR3 4139543497698320384,89,1,1,1,1,0,1,7.1
156279,LIBR,258.0966681156370,63.35280501779810,7.9,5346,6.7,-1.88,160.43,Gaia DR3 1631084478574318976,172,1,1,1,1,0,1,7.9
155712,LIBR,258.1572372591050,18.350675167282800,7.7,4911,6.2,101.8,-116.87,Gaia DR3 4548462729742343296,131,1,1,1,1,0,1,7.7
156846,LIBR,260.14231640956200,-19.33438492739360,6.4,5926,5.5,-137.08,-143.38,Gaia DR3 4122343906051101184,49,1,1,1,1,0,1,6.4
158449,LIBR,262.28969124726800,6.148575504210410,7.8,5209,6.3,-19.15,24.07,Gaia DR3 4390696761208182400,203,1,1,1,1,0,1,7.8
159062,LIBR,262.5695648704870,47.40253750763900,7.0,5382,5.8,169.81,77.13,Gaia DR3 1362295082910131200,73,1,1,1,1,0,1,7.0
160215,LIBR,264.131728241158,44.72360744945360,7.9,4883,6.4,-54.88,55.47,Gaia DR3 1350307554308849024,220,1,1,1,1,0,1,7.9
161284,LIBR,264.98183000127400,65.00211100930420,8.1,4962,6.8,-21.72,106.89,Gaia DR3 1440964624481230464,280,1,1,1,1,0,1,8.1
162004,LIBR,265.49259095531400,72.15567296217930,5.7,6113,5.0,34.07,-276.44,Gaia DR3 1651268763282397312,18,1,1,1,1,0,1,5.7
161479,LIBR,266.2629334101060,19.29067387911640,8.0,5509,6.8,156.02,48.52,Gaia DR3 4552227182675443584,220,1,1,1,1,0,1,8.0
HIP87123,LIBR,267.00432635078800,32.65593667626160,8.1,4959,6.5,-28.78,19.89,Gaia DR3 4601174794643028736,267,1,1,1,1,0,1,8.1
HIP87579,LIBR,268.374383389089,21.3255487943113,8.2,4783,6.7,-73.09,57.71,Gaia DR3 4576863905365412736,301,1,1,1,1,0,1,8.2
163607,LIBR,268.4181194068630,56.39248662172000,7.8,5380,6.6,-75.73,119.48,Gaia DR3 1418519292895059840,193,1,1,1,1,0,1,7.8
163589,LIBR,268.6671706225840,45.55424469852610,7.5,5518,6.4,39.86,25.17,Gaia DR3 1349885513642697344,133,1,1,1,1,0,1,7.5
164509,LIBR,270.38007999932900,0.10446566243109,8.0,5729,6.9,-7.88,-20.46,Gaia DR3 4275421969292868224,218,1,1,1,1,0,1,8.0
165173,LIBR,271.1095081148080,6.436704315832850,7.8,5410,6.6,-63.64,70.43,Gaia DR3 4474963057485435520,185,1,1,1,1,0,1,7.8
165401,LIBR,271.40599777117900,4.655747869478700,6.6,5691,5.7,-13.75,-319.05,Gaia DR3 4471087175915086080,60,1,1,1,1,0,1,6.6
166494,LIBR,271.8727845679520,56.802187548049500,7.5,5936,6.4,22.44,64.29,Gaia DR3 2151879534144256640,132,1,1,1,1,0,1,7.5
168151,LIBR,273.47793312479700,64.3974430759749,4.9,6340,4.2,352.92,35.57,Gaia DR3 2161275788716592256,12,1,1,1,1,0,1,4.9
168603,LIBR,274.7867779402960,33.23188060731770,8.1,5352,6.9,4.94,137.34,Gaia DR3 4592816852706649984,250,1,1,1,1,0,1,8.1
169889,LIBR,276.5905309842740,8.613677131548740,8.1,5287,6.9,-195.09,-471.06,Gaia DR3 4478524169500496000,216,1,1,1,1,0,1,8.1
WASP-3,LIBR,278.63174017602900,35.66142806337160,10.5,6270,9.6,-5.79,-21.93,Gaia DR3 2095108312831835648,2117,1,1,1,1,0,1,10.5
171238,LIBR,278.68183416802500,-28.07280018576980,8.4,5440,7.2,-29.54,-109.58,Gaia DR3 4048636941542753152,361,1,1,1,1,0,1,8.4
HIP91605,LIBR,280.22911666351300,31.52936146388500,8.3,4789,6.8,84.61,-836.91,Gaia DR3 2090051761936884864,251,1,1,1,1,0,1,8.3
Kepler-94,LIBR,281.1947304731250,47.49726403867890,12.8,4598,11.2,-5.53,25.07,Gaia DR3 2119602202081351168,3600,1,1,1,1,0,1,12.8
Kepler-8,LIBR,281.28813393906500,42.45109804078360,13.5,6128,12.6,2.18,3.85,Gaia DR3 2116730994965905280,3600,1,1,1,1,0,1,13.5
Kepler-102,LIBR,281.4824647486220,47.20782027646410,11.5,4800,10.0,-41.04,-43.27,Gaia DR3 2119583201145735808,3600,1,1,1,1,0,1,11.5
Kepler-128,LIBR,282.4922634069500,43.98024583349860,11.3,6030,10.4,6.07,11.91,Gaia DR3 2105318412166111232,3600,1,1,1,1,0,1,11.3
Kepler-422,LIBR,282.6296326791730,46.32327903875040,13.4,5707,12.4,-3.5,-11.82,Gaia DR3 2107114704928577792,3600,1,1,1,1,0,1,13.4
Kepler-410,LIBR,283.1510569857760,45.1400923347966,9.4,6273,14.9,61.68,61.67,Gaia DR3 2106904148451706752,759,1,1,1,1,0,1,9.4
Kepler-62,LIBR,283.21255717679500,45.34969482315130,13.7,4842,12.3,-25.12,-31.14,Gaia DR3 2107001283431633408,3600,1,1,1,1,0,1,13.7
343246,LIBR,283.30544671894100,24.127243850681,10.7,5525,9.6,-14.51,-31.33,Gaia DR3 4534144923690481408,2705,1,1,1,1,0,1,10.7
175425,LIBR,283.40854261328400,37.98487081500230,7.7,5691,6.7,-46.56,-84.26,Gaia DR3 2097129868038731520,171,1,1,1,1,0,1,7.7
HIP92922,LIBR,283.97838293274500,41.52221638976530,8.9,5609,7.8,-3.15,92.37,Gaia DR3 2103739582188643328,557,1,1,1,1,0,1,8.9
Kepler-37,LIBR,284.059238556276,44.51838003138320,9.6,5421,8.4,-60.4,48.66,Gaia DR3 2106674071344722688,957,1,1,1,1,0,1,9.6
Kepler-95,LIBR,284.4824273919460,44.39788729668460,12.3,5541,11.2,-3.89,-26.54,Gaia DR3 2106705269988803072,3600,1,1,1,1,0,1,12.3
Kepler-408,LIBR,284.7862168107320,48.42326349190260,8.7,6040,7.8,4.7,9.26,Gaia DR3 2131593785132997632,429,1,1,1,1,0,1,8.7
177274,LIBR,285.05179137778000,61.42363331890400,8.2,5995,7.3,-9.33,71.04,Gaia DR3 2156072040701049088,274,1,1,1,1,0,1,8.2
Kepler-9,LIBR,285.5739908219890,38.40081716511680,13.8,5728,12.7,2.47,-14.69,Gaia DR3 2099925719951103872,3600,1,1,1,1,0,1,13.8
Kepler-4,LIBR,285.61545061634000,50.13577172560460,12.2,5871,11.1,6.13,4.64,Gaia DR3 2132152916856093952,3600,1,1,1,1,0,1,12.2
Kepler-98,LIBR,285.6616949336350,37.96456931636410,12.9,5499,11.7,8.87,15.59,Gaia DR3 2099862910348755712,3600,1,1,1,1,0,1,12.9
Kepler-407,LIBR,286.0363017765650,49.61450251334420,12.5,5388,11.3,-3.43,-0.64,Gaia DR3 2132086400701217792,3600,1,1,1,1,0,1,12.5
Kepler-12,LIBR,286.24344650669500,50.04036753869250,13.3,6028,12.4,3.07,3.21,Gaia DR3 2133599775377340672,3600,1,1,1,1,0,1,13.3
Kepler-25,LIBR,286.6383904848720,39.48790457559990,10.6,6153,9.8,-0.3,6.11,Gaia DR3 2100451630105041152,2099,1,1,1,1,0,1,10.6
Kepler-152,LIBR,286.8653803125460,41.98895318398470,14.2,5086,12.9,-12.38,-28.13,Gaia DR3 2105435544515167232,3600,1,1,1,1,0,1,14.2
178251,LIBR,287.23463122460800,-28.741390463795600,7.7,5365,6.1,43.34,-78.97,Gaia DR3 6762372994781081728,196,1,1,1,1,0,1,7.7
Kepler-97,LIBR,287.32652645591200,48.6733412466422,12.8,5575,11.7,-13.04,-21.24,Gaia DR3 2131216137248338304,3600,1,1,1,1,0,1,12.8
Kepler-174,LIBR,287.4389378949230,43.83200263821950,14.3,4751,12.8,-38.96,-18.12,Gaia DR3 2106008493152187392,3600,1,1,1,1,0,1,14.3
Kepler-104,LIBR,287.6046628914460,42.1665030365523,12.6,5761,11.6,4.32,-52.77,Gaia DR3 2102454253097554304,3600,1,1,1,1,0,1,12.6
Kepler-411,LIBR,287.6057056660680,49.52339814640490,12.2,4773,10.6,13.61,32.54,Gaia DR3 2132768956905956352,3600,1,1,1,1,0,1,12.2
179306,LIBR,287.6125524529250,38.56163362496140,8.1,5058,6.7,3.44,-2.26,Gaia DR3 2099555459409402624,272,1,1,1,1,0,1,8.1
Kepler-20,LIBR,287.69799066943500,42.33857435905500,12.4,5485,11.3,-3.87,-27.1,Gaia DR3 2102548708017562112,3600,1,1,1,1,0,1,12.4
179079,LIBR,287.7903546630090,-2.638782814585350,7.8,5815,6.7,-134.36,-89.38,Gaia DR3 4261265619668314624,189,1,1,1,1,0,1,7.8
Kepler-113,LIBR,287.9978707670310,50.944179303607,13.4,4650,11.9,-5.92,-38.92,Gaia DR3 2133369840008452224,3600,1,1,1,1,0,1,13.4
180161,LIBR,288.04911843723300,57.673791352033800,6.8,5404,5.7,216.44,407.63,Gaia DR3 2143016302194287488,61,1,1,1,1,0,1,6.8
Kepler-50,LIBR,288.10093266458800,50.033683361624600,10.4,6101,9.5,6.63,-7.17,Gaia DR3 2132885161540029952,1907,1,1,1,1,0,1,10.4
180053,LIBR,288.40083575207400,34.914669700582600,7.7,5024,6.3,-10.01,28.72,Gaia DR3 2050321081068398720,177,1,1,1,1,0,1,7.7
Kepler-131,LIBR,288.5308935866890,40.94237482077500,11.5,5791,10.4,6.48,13.77,Gaia DR3 2102110174677569664,3600,1,1,1,1,0,1,11.5
Kepler-7,LIBR,288.58149231051900,41.08973056538070,12.9,5947,11.8,-2.94,-21.08,Gaia DR3 2102117871259036672,3600,1,1,1,1,0,1,12.9
Kepler-65,LIBR,288.6887223756680,41.15110556399750,11.0,6059,10.1,1.26,-14.39,Gaia DR3 2102119176929154304,3490,1,1,1,1,0,1,11.0
Kepler-103,LIBR,288.98455099501300,40.06448443351060,12.2,5728,11.2,-1.22,-8.87,Gaia DR3 2101243789577188736,3600,1,1,1,1,0,1,12.2
Kepler-22,LIBR,289.2171969136640,47.88413341329260,11.6,5640,10.5,-39.59,-66.77,Gaia DR3 2127941757262806656,3600,1,1,1,1,0,1,11.6
Kepler-63,LIBR,289.22629070840400,49.54828456573460,11.5,5615,10.4,14.38,23.34,Gaia DR3 2132628489996257920,3600,1,1,1,1,0,1,11.5
Kepler-126,LIBR,289.3473656565550,44.20844164034930,10.5,6241,9.6,11.55,-19.96,Gaia DR3 2126918008858627712,1966,1,1,1,1,0,1,10.5
Kepler-373,LIBR,289.3879897691420,50.597010300895000,14.5,5556,13.3,-2.65,-8.4,Gaia DR3 2133124511477266176,3600,1,1,1,1,0,1,14.5
Kepler-426,LIBR,289.434666873688,49.47345613973880,14.8,5560,13.6,0.17,8.52,Gaia DR3 2132623993168462464,3600,1,1,1,1,0,1,14.8
181207,LIBR,289.44287613922700,41.4105635961667,8.4,5943,7.4,-46.57,74.42,Gaia DR3 2101479879638683392,307,1,1,1,1,0,1,8.4
180902,LIBR,289.82396610445000,-23.55824604722030,7.5,5036,6.1,37.83,-20.33,Gaia DR3 6770721346051487872,145,1,1,1,1,0,1,7.5
181342,LIBR,290.267400667659,-23.6197039046534,7.3,4785,5.9,-46.66,-30.24,Gaia DR3 6770761168986617600,111,1,1,1,1,0,1,7.3
Kepler-109,LIBR,290.3926781073970,40.28490879813720,12.3,5806,11.3,-7.65,10.83,Gaia DR3 2101175933393051008,3600,1,1,1,1,0,1,12.3
Kepler-19,LIBR,290.42097393854400,37.851651280661900,11.9,5607,10.7,25.35,-30.79,Gaia DR3 2051106987063242880,3600,1,1,1,1,0,1,11.9
182736,LIBR,291.0146568058080,44.93370465062340,6.8,5177,5.5,91.84,37.36,Gaia DR3 2126261703496964096,73,1,1,1,1,0,1,6.8
182756,LIBR,291.12649044583900,40.323061709598800,8.2,5861,7.1,6.35,-40.61,Gaia DR3 2101493039418001536,264,1,1,1,1,0,1,8.2
WASP-48,LIBR,291.1623880477050,55.47302333003400,11.5,6084,10.6,6.21,-28.01,Gaia DR3 2141754578242371584,3600,1,1,1,1,0,1,11.5
182619,LIBR,291.17512203264100,22.201156322095700,7.6,5462,6.6,134.97,-83.36,Gaia DR3 2019164662448947200,121,1,1,1,1,0,1,7.6
Kepler-36,LIBR,291.25018619932400,49.2318060765177,12.1,5905,11.1,1.15,-8.06,Gaia DR3 2129931456691176576,3600,1,1,1,1,0,1,12.1
Kepler-100,LIBR,291.3861331778200,41.99013540916450,11.1,5713,10.1,19.99,-28.6,Gaia DR3 2101733244046205568,3600,1,1,1,1,0,1,11.1
Kepler-93,LIBR,291.41812236713100,38.67231156503660,9.9,5657,8.8,-28.67,-5.72,Gaia DR3 2052747119115620352,1236,1,1,1,1,0,1,9.9
183298,LIBR,291.5922448508500,50.98764450431120,8.0,5911,7.0,28.41,74.13,Gaia DR3 2136139475439597184,230,1,1,1,1,0,1,8.0
Kepler-406,LIBR,291.848179741037,44.96828140011730,12.5,5550,11.3,16.98,5.43,Gaia DR3 2126601108991279872,3600,1,1,1,1,0,1,12.5
183473,LIBR,291.98891920624600,42.77735181396630,7.7,5750,6.5,68.12,160.46,Gaia DR3 2125809426261599616,135,1,1,1,1,0,1,7.7
183216,LIBR,292.4190765613430,-30.798923056047200,7.0,5882,6.1,5.6,-261.88,Gaia DR3 6746284390882038656,81,1,1,1,1,0,1,7.0
231701,LIBR,293.0176312426040,16.474358684650500,8.8,6054,8.0,63.45,15.51,Gaia DR3 4321678767076043264,489,1,1,1,1,0,1,8.8
185351,LIBR,294.157642802423,44.69446773318100,4.9,4932,3.7,-95.02,-104.86,Gaia DR3 2078403295235690112,13,1,1,1,1,0,1,4.9
Kepler-239,LIBR,294.2020483939560,40.66332877209650,15.2,4795,13.7,-11.61,-17.97,Gaia DR3 2077298148611950976,3600,1,1,1,1,0,1,15.2
185269,LIBR,294.2987618590440,28.499502691254800,6.5,5861,5.5,-31.56,-81.08,Gaia DR3 2031479093959232128,55,1,1,1,1,0,1,6.5
Kepler-302,LIBR,294.3169295007360,43.62924127926850,15.5,5262,14.3,-6.27,-16.43,Gaia DR3 2078195212660287616,3600,1,1,1,1,0,1,15.5
HIP96561,LIBR,294.46586363943300,43.62450197944360,8.8,5165,7.4,50.55,-211.99,Gaia DR3 2078276439080325888,413,1,1,1,1,0,1,8.8
186306,LIBR,295.4405011995340,43.748033732525500,7.8,5279,6.5,50.7,75.33,Gaia DR3 2078105327586616704,187,1,1,1,1,0,1,7.8
187013,LIBR,296.60678841603800,33.72560570838150,4.9,6271,4.0,22.74,-448.31,Gaia DR3 2035035223783462400,12,1,1,1,1,0,1,4.9
Kepler-171,LIBR,296.7719087826090,41.755597134260700,14.9,5427,13.6,2.95,9.97,Gaia DR3 2076955822541823744,3600,1,1,1,1,0,1,14.9
Kepler-6,LIBR,296.83724772236900,48.239970653013500,13.2,5519,12.0,0.94,8.46,Gaia DR3 2086636884980514304,3600,1,1,1,1,0,1,13.2
Kepler-96,LIBR,297.0698323520350,40.52520571016790,10.3,5739,9.3,32.92,13.54,Gaia DR3 2073731161099713408,1696,1,1,1,1,0,1,10.3
Kepler-11,LIBR,297.1150948896980,41.90910820038660,13.7,5522,12.5,0.11,-7.1,Gaia DR3 2076960598545789824,3600,1,1,1,1,0,1,13.7
187637,LIBR,297.3262020468530,41.5816848889388,7.4,6191,6.5,104.92,-174.59,Gaia DR3 2076894387328378240,100,1,1,1,1,0,1,7.4
Kepler-99,LIBR,297.3539996494400,41.30004473993090,12.9,4697,11.4,1.5,-3.33,Gaia DR3 2076871091425583232,3600,1,1,1,1,0,1,12.9
Kepler-309,LIBR,297.50989186657600,46.96141694831710,15.1,4654,13.5,3.72,34.9,Gaia DR3 2086315415269037696,3600,1,1,1,1,0,1,15.1
Kepler-315,LIBR,298.02309689130000,43.363474982384200,15.3,5339,14.0,1.24,-7.78,Gaia DR3 2078635910668511872,3600,1,1,1,1,0,1,15.3
Kepler-18,LIBR,298.07944447508100,44.74624513254370,13.5,5254,12.2,-1.44,-20.34,Gaia DR3 2079295583282164992,3600,1,1,1,1,0,1,13.5
Kepler-223,LIBR,298.3183899877480,47.27948081304740,15.4,5547,14.1,-4.23,-11.09,Gaia DR3 2086337508581280256,3600,1,1,1,1,0,1,15.4
Kepler-48,LIBR,299.13931178730100,40.94893620015960,13.1,5068,11.7,13.22,-20.41,Gaia DR3 2075112109039378688,3600,1,1,1,1,0,1,13.1
Kepler-5,LIBR,299.4070340917890,44.03503824704820,13.2,6209,12.1,-0.19,-3.25,Gaia DR3 2079018300195390464,3600,1,1,1,1,0,1,13.2
189733,LIBR,300.1821218062410,22.70974110516830,7.4,4897,6.1,-3.21,-250.32,Gaia DR3 1827242816201846144,124,1,1,1,1,0,1,7.4
Kepler-106,LIBR,300.86400761203600,44.33754955375780,12.8,5605,11.8,7.98,-0.85,Gaia DR3 2082074942519913344,3600,1,1,1,1,0,1,12.8
190571,LIBR,301.0982990358260,33.55036095454770,7.2,5700,5.8,19.34,-30.07,Gaia DR3 2058204716906681728,107,1,1,1,1,0,1,7.2
191359,LIBR,302.1787435772390,22.15307415843730,6.8,4847,5.3,-44.0,-63.98,Gaia DR3 1829921260879909120,74,1,1,1,1,0,1,6.8
355183,LIBR,303.47796641679300,16.924894702888700,9.3,5946,8.3,-3.81,-0.13,Gaia DR3 1809510579846613120,702,1,1,1,1,0,1,9.3
192153,LIBR,303.499220213722,-17.676202406484500,8.1,5108,6.8,105.77,-10.16,Gaia DR3 6872989911843242880,253,1,1,1,1,0,1,8.1
192699,LIBR,304.0248334458520,4.580563494245940,6.2,5085,4.9,-40.88,-51.96,Gaia DR3 4246124829130366848,44,1,1,1,1,0,1,6.2
193342,LIBR,304.2519571608890,56.90435546440630,7.8,4825,6.3,-37.67,-58.99,Gaia DR3 2187914378480856448,206,1,1,1,1,0,1,7.8
193391,LIBR,304.9054924292130,13.01070274936180,8.0,4869,6.5,9.03,-15.08,Gaia DR3 1802556203149406976,237,1,1,1,1,0,1,8.0
193690,LIBR,305.6308797389540,-26.16004576423460,9.2,5634,8.1,56.98,-35.45,Gaia DR3 6848077452257502848,672,1,1,1,1,0,1,9.2
194110,LIBR,305.69666835466200,31.54969680096640,7.0,5336,5.6,88.08,21.42,Gaia DR3 1862044833111945344,85,1,1,1,1,0,1,7.0
195034,LIBR,307.0491224084260,22.1279075381998,6.9,5691,5.9,-22.64,-244.01,Gaia DR3 1818697205647102720,67,1,1,1,1,0,1,6.9
195824,LIBR,308.40492798028500,1.2692641778605800,7.8,5209,6.4,34.9,2.46,Gaia DR3 4231510803469044864,205,1,1,1,1,0,1,7.8
196124,LIBR,308.80467602538300,6.125998172410280,8.6,4766,7.2,389.05,-227.71,Gaia DR3 1747786539668366848,334,1,1,1,1,0,1,8.6
196645,LIBR,309.587704443388,13.331819894841800,7.6,5185,6.2,116.97,91.87,Gaia DR3 1756077166580609408,150,1,1,1,1,0,1,7.6
196676,LIBR,309.77441810212900,-4.929445532859380,6.2,4796,5.0,0.15,15.6,Gaia DR3 6914506680631143808,43,1,1,1,1,0,1,6.2
197162,LIBR,310.15432425986100,37.39744859705280,7.7,5186,6.2,86.55,-1.26,Gaia DR3 2062899081774559744,200,1,1,1,1,0,1,7.7
197076,LIBR,310.1886475671390,19.936923797338900,6.3,5746,5.3,118.71,312.22,Gaia DR3 1814241194252808704,44,1,1,1,1,0,1,6.3
199255,LIBR,313.94581931815400,7.665975618308370,7.1,5255,5.7,-54.25,-62.31,Gaia DR3 1737727657541040640,95,1,1,1,1,0,1,7.1
199260,LIBR,314.19768133427800,-26.29666931677430,5.6,6179,5.1,94.01,-65.58,Gaia DR3 6802426038708609536,21,1,1,1,1,0,1,5.6
199381,LIBR,314.1976993857950,1.7142789743394000,6.6,4772,5.1,-2.85,-203.24,Gaia DR3 1730552863133194368,51,1,1,1,1,0,1,6.6
199580,LIBR,314.20141659079600,42.89666322304410,6.9,4919,5.5,218.97,224.88,Gaia DR3 2162015863124935168,65,1,1,1,1,0,1,6.9
200081,LIBR,315.3434024805420,-2.514041880364420,7.7,5228,6.4,-0.59,-7.03,Gaia DR3 6916198691587462272,187,1,1,1,1,0,1,7.7
200491,LIBR,315.7329579388170,28.984831513374200,7.5,5083,6.0,6.42,-6.5,Gaia DR3 1846173863784284544,138,1,1,1,1,0,1,7.5
200964,LIBR,316.666431523892,3.803342607771590,6.2,5289,4.8,94.75,50.42,Gaia DR3 1732018855730384256,46,1,1,1,1,0,1,6.2
201651,LIBR,316.7363396823000,69.67489058259870,8.0,5331,6.8,108.5,66.1,Gaia DR3 2270771375724754816,237,1,1,1,1,0,1,8.0
201924,LIBR,317.79370878868700,45.45457776533810,7.6,5340,6.4,-239.38,-301.0,Gaia DR3 2164004914017788032,120,1,1,1,1,0,1,7.6
202568,LIBR,318.8638451704160,42.02696107955600,6.4,4931,4.9,59.38,130.26,Gaia DR3 1968984227368893440,51,1,1,1,1,0,1,6.4
202867,LIBR,319.68868696211500,-2.136963230534880,7.9,5121,6.5,-22.66,-17.89,Gaia DR3 2685539700391684096,219,1,1,1,1,0,1,7.9
203030,LIBR,319.7432445193460,26.230585790882800,8.3,5474,7.1,133.81,9.24,Gaia DR3 1846882224145757056,293,1,1,1,1,0,1,8.3
203471,LIBR,320.3931051939260,28.56436772949210,8.2,5425,6.9,-38.6,-69.76,Gaia DR3 1848491737368062592,267,1,1,1,1,0,1,8.2
204814,LIBR,322.4477891339700,45.896055761922100,7.7,5283,6.5,425.77,352.29,Gaia DR3 1971397414886115840,134,1,1,1,1,0,1,7.7
205163,LIBR,323.41422040903100,-6.373968114870260,8.0,5006,6.6,-6.68,-26.5,Gaia DR3 2670747867383796864,235,1,1,1,1,0,1,8.0
205855,LIBR,324.533049612881,-2.304391139662850,8.4,5083,7.1,-461.98,-279.55,Gaia DR3 2674356292747571200,348,1,1,1,1,0,1,8.4
205905,LIBR,324.7942172358940,-27.30694714740010,6.6,5784,5.7,384.18,-84.19,Gaia DR3 6810896745007524736,58,1,1,1,1,0,1,6.6
206658,LIBR,325.82707641210900,12.518022878758400,7.7,5829,6.7,75.48,-74.33,Gaia DR3 1767176530302064000,158,1,1,1,1,0,1,7.7
206610,LIBR,325.8537602263160,-7.408244932074520,8.1,4799,6.6,2.18,1.78,Gaia DR3 2667434008056899712,263,1,1,1,1,0,1,8.1
206635,LIBR,325.8562390846160,1.800789214648070,8.1,5119,6.7,147.37,-27.15,Gaia DR3 2693665915954426752,258,1,1,1,1,0,1,8.1
206993,LIBR,326.44168006879000,7.9875020178618800,7.0,5005,5.6,-66.01,-10.88,Gaia DR3 2701711626650736512,86,1,1,1,1,0,1,7.0
207485,LIBR,326.47091575540300,70.34841713713300,7.9,5585,6.8,120.14,80.25,Gaia DR3 2224502448957645312,200,1,1,1,1,0,1,7.9
207077,LIBR,326.6836158725120,-8.007368598940350,8.0,5131,6.7,19.19,-41.19,Gaia DR3 2666589102090422656,251,1,1,1,1,0,1,8.0
207839,LIBR,327.6534704093480,49.43771773176990,7.6,5422,6.5,-159.61,-15.66,Gaia DR3 1979630695388314240,121,1,1,1,1,0,1,7.6
207832,LIBR,328.1518093496960,-26.02719485681930,8.6,5809,7.6,129.31,-143.13,Gaia DR3 6812056381881853056,413,1,1,1,1,0,1,8.6
208038,LIBR,328.2722801797640,20.930072224762000,7.9,4887,6.5,-5.26,-100.69,Gaia DR3 1781003885454165888,220,1,1,1,1,0,1,7.9
208585,LIBR,329.22160976449000,17.439765257359700,7.7,4879,6.3,-16.26,-3.42,Gaia DR3 1778951234683902976,193,1,1,1,1,0,1,7.7
208880,LIBR,329.78815506683900,3.198070989252760,8.3,5415,7.1,219.78,68.47,Gaia DR3 2695552540468718592,260,1,1,1,1,0,1,8.3
209599,LIBR,331.0835899066680,20.265290345682600,8.2,5201,6.9,176.72,-85.76,Gaia DR3 1781461179211748352,236,1,1,1,1,0,1,8.2
210144,LIBR,331.6702261161740,53.12913368801690,7.6,5292,6.4,-532.25,-340.96,Gaia DR3 2005238836596868224,120,1,1,1,1,0,1,7.6
210373,LIBR,332.41498087710100,22.242119389693500,7.2,4781,5.7,86.98,-18.0,Gaia DR3 1782141673830291840,103,1,1,1,1,0,1,7.2
210521,LIBR,332.8433111536010,-22.20869245662090,7.9,5205,6.5,-7.8,-3.71,Gaia DR3 6819334259799844352,218,1,1,1,1,0,1,7.9
210702,LIBR,332.963863851598,16.040478120102800,5.7,4951,4.5,-3.26,-17.3,Gaia DR3 1775004778213735168,26,1,1,1,1,0,1,5.7
EPIC206245553,LIBR,335.025668977607,-9.056086866990590,11.7,5674,10.7,49.12,9.44,Gaia DR3 2616071555020488960,3600,1,1,1,1,0,1,11.7
212771,LIBR,336.762400490189,-17.26411908371360,7.4,5253,6.0,-85.89,-104.04,Gaia DR3 2595360574179855104,120,1,1,1,1,0,1,7.4
EPIC206432863,LIBR,337.105573862866,-6.0867193001669300,13.0,5533,11.9,-5.43,-11.71,Gaia DR3 2623108188920880512,3600,1,1,1,1,0,1,13.0
213278,LIBR,337.61653171192600,-4.816342147879010,7.8,5175,6.5,97.06,51.09,Gaia DR3 2624846692897784320,210,1,1,1,1,0,1,7.8
EPIC206247743,LIBR,338.36820372598700,-9.02294603015194,10.6,4911,9.1,-41.05,-39.38,Gaia DR3 2609222216055014144,2737,1,1,1,1,0,1,10.6
EPIC206038483,LIBR,338.6062324582620,-13.731807435574300,12.6,5410,11.4,8.43,-21.7,Gaia DR3 2597973387468989568,3600,1,1,1,1,0,1,12.6
214823,LIBR,340.08321944988900,31.78751574305480,7.9,5873,7.0,81.28,-18.08,Gaia DR3 1889143121789650176,212,1,1,1,1,0,1,7.9
215032,LIBR,340.59158184481900,-6.871047668468820,8.6,5876,7.6,11.53,17.64,Gaia DR3 2623358710067927680,398,1,1,1,1,0,1,8.6
215049,LIBR,340.7180741126470,-27.887163867738800,8.1,5134,6.7,74.85,-61.11,Gaia DR3 6608953876740211840,251,1,1,1,1,0,1,8.1
215274,LIBR,340.9198366330560,30.09261744810190,7.8,5662,6.8,239.53,23.79,Gaia DR3 1887939152260517504,152,1,1,1,1,0,1,7.8
215500,LIBR,341.024796300997,64.56934939127160,7.3,5413,6.1,50.41,-297.34,Gaia DR3 2211393521580984320,91,1,1,1,1,0,1,7.3
215549,LIBR,341.3923181543210,30.44100409444530,6.1,4822,5.1,-251.81,-349.49,Gaia DR3 1888064707041946880,30,1,1,1,1,0,1,6.1
215704,LIBR,341.58657438987300,50.209958621489100,7.7,5282,6.5,241.13,-1.76,Gaia DR3 1988833504619793536,134,1,1,1,1,0,1,7.7
216520,LIBR,341.87667975000500,83.69754684546950,7.3,5082,6.0,-151.77,116.64,Gaia DR3 2299942278201276288,91,1,1,1,1,0,1,7.3
215908,LIBR,341.9512643079710,49.17862225034560,7.8,5371,6.4,0.06,5.47,Gaia DR3 1988497981778240512,202,1,1,1,1,0,1,7.8
216191,LIBR,342.55981455927600,36.70379540220340,8.1,5042,6.8,68.92,-70.48,Gaia DR3 1927832221552344576,266,1,1,1,1,0,1,8.1
HIP113026,LIBR,343.3558562535750,-9.092730958409470,9.3,4548,7.5,248.65,13.34,Gaia DR3 2609889349030557696,897,1,1,1,1,0,1,9.3
216722,LIBR,343.68241050522400,35.98367135046300,7.2,4820,5.7,92.06,5.59,Gaia DR3 1915561396908584192,104,1,1,1,1,0,1,7.2
HIP113207,LIBR,343.8787645072790,31.554029748071500,8.7,5755,7.6,-10.0,-41.88,Gaia DR3 1889509740197911168,432,1,1,1,1,0,1,8.7
